cohort	taxon_id	taxon_name	n_bootstraps_significant	stability_score
geng2024_PRJNA717815	STR_Capnocytophaga_SGB2499	Capnocytophaga_SGB2499	9	0.045
geng2024_PRJNA717815	STR_GGB4538_SGB6253	GGB4538_SGB6253	9	0.045
geng2024_PRJNA717815	STR_Corynebacterium_durum	Corynebacterium_durum	9	0.045
geng2024_PRJNA717815	STR_GGB4308_SGB5895	GGB4308_SGB5895	9	0.045
geng2024_PRJNA717815	STR_Lautropia_mirabilis	Lautropia_mirabilis	8	0.04
geng2024_PRJNA717815	STR_Porphyromonas_catoniae	Porphyromonas_catoniae	8	0.04
geng2024_PRJNA717815	STR_Prevotella_salivae	Prevotella_salivae	8	0.04
geng2024_PRJNA717815	STR_Prevotella_sp_A2879	Prevotella_sp_A2879	8	0.04
geng2024_PRJNA717815	STR_GGB4538_SGB6256	GGB4538_SGB6256	8	0.04
geng2024_PRJNA717815	STR_GGB4721_SGB6537	GGB4721_SGB6537	8	0.04
geng2024_PRJNA717815	STR_Capnocytophaga_sp_oral_taxon_332	Capnocytophaga_sp_oral_taxon_332	8	0.04
geng2024_PRJNA717815	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	7	0.035
geng2024_PRJNA717815	STR_Veillonella_dispar	Veillonella_dispar	7	0.035
geng2024_PRJNA717815	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	7	0.035
geng2024_PRJNA717815	STR_GGB12785_SGB19825	GGB12785_SGB19825	7	0.035
geng2024_PRJNA717815	STR_Porphyromonas_SGB2042	Porphyromonas_SGB2042	7	0.035
geng2024_PRJNA717815	STR_Alloprevotella_SGB1466	Alloprevotella_SGB1466	6	0.03
geng2024_PRJNA717815	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	6	0.03
geng2024_PRJNA717815	STR_Kingella_oralis	Kingella_oralis	5	0.025
geng2024_PRJNA717815	STR_Schaalia_meyeri	Schaalia_meyeri	5	0.025
geng2024_PRJNA717815	STR_Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus	5	0.025
geng2024_PRJNA717815	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	5	0.025
geng2024_PRJNA717815	STR_Prevotella_histicola	Prevotella_histicola	5	0.025
geng2024_PRJNA717815	STR_Megasphaera_micronuciformis	Megasphaera_micronuciformis	5	0.025
geng2024_PRJNA717815	STR_GGB1833_SGB2477	GGB1833_SGB2477	5	0.025
geng2024_PRJNA717815	STR_Veillonellaceae_bacterium	Veillonellaceae_bacterium	5	0.025
geng2024_PRJNA717815	STR_Prevotella_jejuni	Prevotella_jejuni	4	0.02
geng2024_PRJNA717815	STR_Prevotella_sp_F0091	Prevotella_sp_F0091	4	0.02
geng2024_PRJNA717815	STR_Veillonella_atypica	Veillonella_atypica	4	0.02
geng2024_PRJNA717815	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	4	0.02
geng2024_PRJNA717815	STR_Lachnoanaerobaculum_orale	Lachnoanaerobaculum_orale	4	0.02
geng2024_PRJNA717815	STR_Cardiobacterium_hominis	Cardiobacterium_hominis	4	0.02
geng2024_PRJNA717815	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	4	0.02
geng2024_PRJNA717815	STR_Stomatobaculum_longum	Stomatobaculum_longum	4	0.02
geng2024_PRJNA717815	STR_Streptococcus_mutans	Streptococcus_mutans	4	0.02
geng2024_PRJNA717815	STR_GGB1202_SGB1567	GGB1202_SGB1567	4	0.02
geng2024_PRJNA717815	STR_GGB1472_SGB2038	GGB1472_SGB2038	4	0.02
geng2024_PRJNA717815	STR_Capnocytophaga_SGB2480	Capnocytophaga_SGB2480	4	0.02
geng2024_PRJNA717815	STR_Candidatus_Gracilibacteria_bacterium_GN02_873	Candidatus_Gracilibacteria_bacterium_GN02_873	4	0.02
geng2024_PRJNA717815	STR_Eikenella_corrodens	Eikenella_corrodens	3	0.015
geng2024_PRJNA717815	STR_Porphyromonas_sp_oral_taxon_278	Porphyromonas_sp_oral_taxon_278	3	0.015
geng2024_PRJNA717815	STR_Actinomyces_oris	Actinomyces_oris	3	0.015
geng2024_PRJNA717815	STR_Gardnerella_vaginalis	Gardnerella_vaginalis	3	0.015
geng2024_PRJNA717815	STR_Selenomonas_SGB5880	Selenomonas_SGB5880	3	0.015
geng2024_PRJNA717815	STR_GGB6814_SGB9728	GGB6814_SGB9728	3	0.015
geng2024_PRJNA717815	STR_Arachnia_SGB15898	Arachnia_SGB15898	3	0.015
geng2024_PRJNA717815	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_955	Candidatus_Saccharibacteria_bacterium_oral_taxon_955	3	0.015
geng2024_PRJNA717815	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	2	0.01
geng2024_PRJNA717815	STR_Streptococcus_oralis	Streptococcus_oralis	2	0.01
geng2024_PRJNA717815	STR_Gemella_morbillorum	Gemella_morbillorum	2	0.01
geng2024_PRJNA717815	STR_Mogibacterium_diversum	Mogibacterium_diversum	2	0.01
geng2024_PRJNA717815	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	2	0.01
geng2024_PRJNA717815	STR_GGB3887_SGB5270	GGB3887_SGB5270	2	0.01
geng2024_PRJNA717815	STR_GGB3385_SGB4471	GGB3385_SGB4471	2	0.01
geng2024_PRJNA717815	STR_Bulleidia_extructa	Bulleidia_extructa	1	0.005
geng2024_PRJNA717815	STR_Lautropia_dentalis	Lautropia_dentalis	1	0.005
geng2024_PRJNA717815	STR_Prevotella_sp_oral_taxon_473	Prevotella_sp_oral_taxon_473	1	0.005
geng2024_PRJNA717815	STR_GGB12785_SGB19827	GGB12785_SGB19827	1	0.005
geng2024_PRJNA717815	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	1	0.005
geng2024_PRJNA717815	STR_Veillonella_sp_3627	Veillonella_sp_3627	1	0.005
geng2024_PRJNA717815	STR_Simonsiella_muelleri	Simonsiella_muelleri	1	0.005
geng2024_PRJNA717815	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	0	0
geng2024_PRJNA717815	STR_Olsenella_uli	Olsenella_uli	0	0
geng2024_PRJNA717815	STR_Slackia_exigua	Slackia_exigua	0	0
geng2024_PRJNA717815	STR_Abiotrophia_sp_HMSC24B09	Abiotrophia_sp_HMSC24B09	0	0
geng2024_PRJNA717815	STR_Kingella_kingae	Kingella_kingae	0	0
geng2024_PRJNA932553	STR_Porphyromonas_gingivalis	Porphyromonas_gingivalis	175	0.875
geng2024_PRJNA932553	STR_Prevotella_koreensis	Prevotella_koreensis	160	0.8
geng2024_PRJNA932553	STR_Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_bacterium_oral_taxon_500	150	0.75
geng2024_PRJNA932553	STR_Leptotrichia_sp_oral_taxon_215	Leptotrichia_sp_oral_taxon_215	145	0.725
geng2024_PRJNA932553	STR_Selenomonas_sputigena	Selenomonas_sputigena	129	0.645
geng2024_PRJNA932553	STR_Treponema_denticola	Treponema_denticola	122	0.61
geng2024_PRJNA932553	STR_Oribacterium_sinus	Oribacterium_sinus	119	0.595
geng2024_PRJNA932553	STR_GGB4333_SGB5935	GGB4333_SGB5935	116	0.58
geng2024_PRJNA932553	STR_Treponema_SGB3604	Treponema_SGB3604	106	0.53
geng2024_PRJNA932553	STR_Treponema_medium	Treponema_medium	105	0.525
geng2024_PRJNA932553	STR_Bacteroidetes_unclassified_SGB1343	Bacteroidetes_unclassified_SGB1343	104	0.52
geng2024_PRJNA932553	STR_GGB1832_SGB2476	GGB1832_SGB2476	102	0.51
geng2024_PRJNA932553	STR_Prevotella_dentalis	Prevotella_dentalis	102	0.51
geng2024_PRJNA932553	STR_Aggregatibacter_segnis	Aggregatibacter_segnis	101	0.505
geng2024_PRJNA932553	STR_Treponema_sp_Marseille_Q3903	Treponema_sp_Marseille_Q3903	97	0.485
geng2024_PRJNA932553	STR_Treponema_SGB69443	Treponema_SGB69443	95	0.475
geng2024_PRJNA932553	STR_Prevotella_shahii	Prevotella_shahii	94	0.47
geng2024_PRJNA932553	STR_Porphyromonas_pasteri	Porphyromonas_pasteri	93	0.465
geng2024_PRJNA932553	STR_Treponema_sp_Marseille_Q4130	Treponema_sp_Marseille_Q4130	93	0.465
geng2024_PRJNA932553	STR_Haemophilus_parainfluenzae	Haemophilus_parainfluenzae	92	0.46
geng2024_PRJNA932553	STR_Lautropia_mirabilis	Lautropia_mirabilis	91	0.455
geng2024_PRJNA932553	STR_Actinomyces_sp_S6_Spd3	Actinomyces_sp_S6_Spd3	91	0.455
geng2024_PRJNA932553	STR_GGB3386_SGB4474	GGB3386_SGB4474	91	0.455
geng2024_PRJNA932553	STR_Prevotellaceae_bacterium_Marseille_P2826	Prevotellaceae_bacterium_Marseille_P2826	90	0.45
geng2024_PRJNA932553	STR_Eubacterium_minutum	Eubacterium_minutum	90	0.45
geng2024_PRJNA932553	STR_Oribacterium_parvum	Oribacterium_parvum	89	0.445
geng2024_PRJNA932553	STR_Fretibacterium_fastidiosum	Fretibacterium_fastidiosum	86	0.43
geng2024_PRJNA932553	STR_Phocaeicola_abscessus	Phocaeicola_abscessus	86	0.43
geng2024_PRJNA932553	STR_GGB49229_SGB69060	GGB49229_SGB69060	85	0.425
geng2024_PRJNA932553	STR_Selenomonas_sp_oral_taxon_126	Selenomonas_sp_oral_taxon_126	84	0.42
geng2024_PRJNA932553	STR_Lachnoanaerobaculum_sp_ICM7	Lachnoanaerobaculum_sp_ICM7	83	0.415
geng2024_PRJNA932553	STR_Filifactor_alocis	Filifactor_alocis	83	0.415
geng2024_PRJNA932553	STR_Prevotella_nanceiensis	Prevotella_nanceiensis	78	0.39
geng2024_PRJNA932553	STR_Streptococcus_salivarius	Streptococcus_salivarius	77	0.385
geng2024_PRJNA932553	STR_Porphyromonas_sp_oral_taxon_278	Porphyromonas_sp_oral_taxon_278	77	0.385
geng2024_PRJNA932553	STR_Rothia_mucilaginosa	Rothia_mucilaginosa	76	0.38
geng2024_PRJNA932553	STR_Streptococcus_sp_A12	Streptococcus_sp_A12	76	0.38
geng2024_PRJNA932553	STR_Prevotella_multiformis	Prevotella_multiformis	74	0.37
geng2024_PRJNA932553	STR_GGB4786_SGB6625	GGB4786_SGB6625	72	0.36
geng2024_PRJNA932553	STR_Streptococcus_sinensis	Streptococcus_sinensis	71	0.355
geng2024_PRJNA932553	STR_Gemella_sanguinis	Gemella_sanguinis	70	0.35
geng2024_PRJNA932553	STR_Actinomyces_sp_ICM47	Actinomyces_sp_ICM47	69	0.345
geng2024_PRJNA932553	STR_Porphyromonas_endodontalis	Porphyromonas_endodontalis	69	0.345
geng2024_PRJNA932553	STR_Streptococcus_sp_263_SSPC	Streptococcus_sp_263_SSPC	68	0.34
geng2024_PRJNA932553	STR_Streptococcus_parasanguinis	Streptococcus_parasanguinis	68	0.34
geng2024_PRJNA932553	STR_Ottowia_sp_Marseille_P4747	Ottowia_sp_Marseille_P4747	68	0.34
geng2024_PRJNA932553	STR_GGB10852_SGB17523	GGB10852_SGB17523	67	0.335
geng2024_PRJNA932553	STR_Campylobacter_concisus	Campylobacter_concisus	66	0.33
geng2024_PRJNA932553	STR_Schaalia_cardiffensis	Schaalia_cardiffensis	65	0.325
geng2024_PRJNA932553	STR_GGB12796_SGB19893	GGB12796_SGB19893	64	0.32
geng2024_PRJNA932553	STR_Prevotella_jejuni	Prevotella_jejuni	64	0.32
geng2024_PRJNA932553	STR_Candidatus_Saccharibacteria_unclassified_SGB19850	Candidatus_Saccharibacteria_unclassified_SGB19850	63	0.315
geng2024_PRJNA932553	STR_Eubacterium_nodatum	Eubacterium_nodatum	63	0.315
geng2024_PRJNA932553	STR_Veillonella_rogosae	Veillonella_rogosae	61	0.305
geng2024_PRJNA932553	STR_GGB1188_SGB1538	GGB1188_SGB1538	61	0.305
geng2024_PRJNA932553	STR_GGB3008_SGB3999	GGB3008_SGB3999	60	0.3
geng2024_PRJNA932553	STR_Desulfobulbus_oralis	Desulfobulbus_oralis	60	0.3
geng2024_PRJNA932553	STR_Campylobacter_rectus	Campylobacter_rectus	59	0.295
geng2024_PRJNA932553	STR_GGB1026_SGB1321	GGB1026_SGB1321	58	0.29
geng2024_PRJNA932553	STR_Campylobacter_gracilis	Campylobacter_gracilis	57	0.285
geng2024_PRJNA932553	STR_Isoptericola_variabilis	Isoptericola_variabilis	56	0.28
geng2024_PRJNA932553	STR_Prevotella_saccharolytica	Prevotella_saccharolytica	56	0.28
geng2024_PRJNA932553	STR_Treponema_maltophilum	Treponema_maltophilum	56	0.28
geng2024_PRJNA932553	STR_Tannerella_forsythia	Tannerella_forsythia	56	0.28
geng2024_PRJNA932553	STR_Trueperella_pyogenes	Trueperella_pyogenes	55	0.275
geng2024_PRJNA932553	STR_GGB2676_SGB3611	GGB2676_SGB3611	55	0.275
geng2024_PRJNA932553	STR_Selenomonas_SGB5880	Selenomonas_SGB5880	54	0.27
geng2024_PRJNA932553	STR_Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	53	0.265
geng2024_PRJNA932553	STR_Eubacterium_infirmum	Eubacterium_infirmum	53	0.265
geng2024_PRJNA932553	STR_Prevotella_intermedia	Prevotella_intermedia	52	0.26
geng2024_PRJNA932553	STR_Selenomonas_sp_FOBRC6	Selenomonas_sp_FOBRC6	52	0.26
geng2024_PRJNA932553	STR_Schaalia_georgiae	Schaalia_georgiae	52	0.26
geng2024_PRJNA932553	STR_Pseudopropionibacterium_propionicum	Pseudopropionibacterium_propionicum	51	0.255
geng2024_PRJNA932553	STR_Mycoplasma_salivarium	Mycoplasma_salivarium	51	0.255
geng2024_PRJNA932553	STR_Streptococcus_mitis	Streptococcus_mitis	50	0.25
geng2024_PRJNA932553	STR_GGB4395_SGB6050	GGB4395_SGB6050	50	0.25
geng2024_PRJNA932553	STR_Dialister_invisus	Dialister_invisus	50	0.25
geng2024_PRJNA932553	STR_Prevotella_sp_oral_taxon_473	Prevotella_sp_oral_taxon_473	49	0.245
geng2024_PRJNA932553	STR_Stomatobaculum_SGB5266	Stomatobaculum_SGB5266	48	0.24
geng2024_PRJNA932553	STR_Corynebacterium_matruchotii	Corynebacterium_matruchotii	48	0.24
geng2024_PRJNA932553	STR_GGB50592_SGB70729	GGB50592_SGB70729	48	0.24
geng2024_PRJNA932553	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	47	0.235
geng2024_PRJNA932553	STR_Prevotella_veroralis	Prevotella_veroralis	45	0.225
geng2024_PRJNA932553	STR_GGB1474_SGB2040	GGB1474_SGB2040	44	0.22
geng2024_PRJNA932553	STR_Campylobacter_SGB19314	Campylobacter_SGB19314	44	0.22
geng2024_PRJNA932553	STR_Prevotella_micans	Prevotella_micans	43	0.215
geng2024_PRJNA932553	STR_Peptostreptococcus_SGB749	Peptostreptococcus_SGB749	42	0.21
geng2024_PRJNA932553	STR_Treponema_vincentii	Treponema_vincentii	42	0.21
geng2024_PRJNA932553	STR_TM7_phylum_sp_oral_taxon_351	TM7_phylum_sp_oral_taxon_351	41	0.205
geng2024_PRJNA932553	STR_Selenomonas_massiliensis	Selenomonas_massiliensis	41	0.205
geng2024_PRJNA932553	STR_Prevotella_marshii	Prevotella_marshii	41	0.205
geng2024_PRJNA932553	STR_Actinomyces_sp_ICM58	Actinomyces_sp_ICM58	40	0.2
geng2024_PRJNA932553	STR_Actinomyces_SGB17168	Actinomyces_SGB17168	39	0.195
geng2024_PRJNA932553	STR_Tannerella_sp_oral_taxon_808	Tannerella_sp_oral_taxon_808	39	0.195
geng2024_PRJNA932553	STR_Peptoanaerobacter_stomatis	Peptoanaerobacter_stomatis	39	0.195
geng2024_PRJNA932553	STR_Actinomyces_israelii	Actinomyces_israelii	38	0.19
geng2024_PRJNA932553	STR_Anaerolineaceae_bacterium_oral_taxon_439	Anaerolineaceae_bacterium_oral_taxon_439	38	0.19
geng2024_PRJNA932553	STR_Selenomonas_SGB5892	Selenomonas_SGB5892	37	0.185
geng2024_PRJNA932553	STR_Prevotella_baroniae	Prevotella_baroniae	36	0.18
geng2024_PRJNA932553	STR_GGB12443_SGB19313	GGB12443_SGB19313	36	0.18
geng2024_PRJNA932553	STR_Fusobacterium_nucleatum	Fusobacterium_nucleatum	35	0.175
geng2024_PRJNA932553	STR_Actinomyces_graevenitzii	Actinomyces_graevenitzii	35	0.175
geng2024_PRJNA932553	STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	35	0.175
geng2024_PRJNA932553	STR_Eubacterium_saphenum	Eubacterium_saphenum	35	0.175
geng2024_PRJNA932553	STR_Treponema_socranskii	Treponema_socranskii	34	0.17
geng2024_PRJNA932553	STR_Bacteroides_heparinolyticus	Bacteroides_heparinolyticus	33	0.165
geng2024_PRJNA932553	STR_Haemophilus_sputorum	Haemophilus_sputorum	32	0.16
geng2024_PRJNA932553	STR_GGB1203_SGB1568	GGB1203_SGB1568	32	0.16
geng2024_PRJNA932553	STR_Johnsonella_ignava	Johnsonella_ignava	32	0.16
geng2024_PRJNA932553	STR_Prevotella_sp_HJM029	Prevotella_sp_HJM029	32	0.16
geng2024_PRJNA932553	STR_GGB1022_SGB1315	GGB1022_SGB1315	32	0.16
geng2024_PRJNA932553	STR_Eubacterium_sulci	Eubacterium_sulci	31	0.155
geng2024_PRJNA932553	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	30	0.15
geng2024_PRJNA932553	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	30	0.15
geng2024_PRJNA932553	STR_Prevotella_enoeca	Prevotella_enoeca	30	0.15
geng2024_PRJNA932553	STR_Candidatus_Nanoperiomorbus_periodonticus	Candidatus_Nanoperiomorbus_periodonticus	30	0.15
geng2024_PRJNA932553	STR_Peptostreptococcaceae_bacterium_oral_taxon_113	Peptostreptococcaceae_bacterium_oral_taxon_113	30	0.15
geng2024_PRJNA932553	STR_Streptococcus_infantis	Streptococcus_infantis	29	0.145
geng2024_PRJNA932553	STR_GGB1833_SGB2477	GGB1833_SGB2477	29	0.145
geng2024_PRJNA932553	STR_Parvimonas_SGB6649	Parvimonas_SGB6649	28	0.14
geng2024_PRJNA932553	STR_GGB12763_SGB19797	GGB12763_SGB19797	28	0.14
geng2024_PRJNA932553	STR_Corynebacterium_durum	Corynebacterium_durum	28	0.14
geng2024_PRJNA932553	STR_Veillonella_dispar	Veillonella_dispar	28	0.14
geng2024_PRJNA932553	STR_Solobacterium_SGB6833	Solobacterium_SGB6833	27	0.135
geng2024_PRJNA932553	STR_Bacteroidaceae_bacterium	Bacteroidaceae_bacterium	27	0.135
geng2024_PRJNA932553	STR_GGB1844_SGB2532	GGB1844_SGB2532	27	0.135
geng2024_PRJNA932553	STR_GGB2665_SGB3591	GGB2665_SGB3591	27	0.135
geng2024_PRJNA932553	STR_Neisseria_subflava	Neisseria_subflava	26	0.13
geng2024_PRJNA932553	STR_Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	26	0.13
geng2024_PRJNA932553	STR_Capnocytophaga_ochracea	Capnocytophaga_ochracea	25	0.125
geng2024_PRJNA932553	STR_Eggerthia_catenaformis	Eggerthia_catenaformis	25	0.125
geng2024_PRJNA932553	STR_SR1_bacterium_human_oral_taxon_HOT_345	SR1_bacterium_human_oral_taxon_HOT_345	25	0.125
geng2024_PRJNA932553	STR_Desulfomicrobium_orale	Desulfomicrobium_orale	25	0.125
geng2024_PRJNA932553	STR_Streptococcus_rubneri	Streptococcus_rubneri	24	0.12
geng2024_PRJNA932553	STR_Streptococcus_constellatus	Streptococcus_constellatus	24	0.12
geng2024_PRJNA932553	STR_Catonella_morbi	Catonella_morbi	24	0.12
geng2024_PRJNA932553	STR_Centipeda_periodontii	Centipeda_periodontii	24	0.12
geng2024_PRJNA932553	STR_Streptococcus_anginosus	Streptococcus_anginosus	24	0.12
geng2024_PRJNA932553	STR_Mogibacterium_timidum	Mogibacterium_timidum	23	0.115
geng2024_PRJNA932553	STR_GGB10022_SGB15896	GGB10022_SGB15896	23	0.115
geng2024_PRJNA932553	STR_Peptidiphaga_gingivicola	Peptidiphaga_gingivicola	23	0.115
geng2024_PRJNA932553	STR_Prevotella_buccae	Prevotella_buccae	23	0.115
geng2024_PRJNA932553	STR_Actinomyces_dentalis	Actinomyces_dentalis	22	0.11
geng2024_PRJNA932553	STR_Kingella_oralis	Kingella_oralis	22	0.11
geng2024_PRJNA932553	STR_Prevotella_maculosa	Prevotella_maculosa	22	0.11
geng2024_PRJNA932553	STR_Oribacterium_sp_oral_taxon_078	Oribacterium_sp_oral_taxon_078	21	0.105
geng2024_PRJNA932553	STR_Streptococcus_mutans	Streptococcus_mutans	21	0.105
geng2024_PRJNA932553	STR_Leptotrichia_buccalis	Leptotrichia_buccalis	20	0.1
geng2024_PRJNA932553	STR_GGB3394_SGB4498	GGB3394_SGB4498	20	0.1
geng2024_PRJNA932553	STR_Eubacterium_yurii	Eubacterium_yurii	20	0.1
geng2024_PRJNA932553	STR_Haemophilus_parahaemolyticus	Haemophilus_parahaemolyticus	20	0.1
geng2024_PRJNA932553	STR_Prevotella_oris	Prevotella_oris	20	0.1
geng2024_PRJNA932553	STR_GGB4721_SGB6537	GGB4721_SGB6537	20	0.1
geng2024_PRJNA932553	STR_TM7_phylum_sp_oral_taxon_350	TM7_phylum_sp_oral_taxon_350	19	0.095
geng2024_PRJNA932553	STR_Parvimonas_micra	Parvimonas_micra	19	0.095
geng2024_PRJNA932553	STR_Schaalia_meyeri	Schaalia_meyeri	19	0.095
geng2024_PRJNA932553	STR_Bergeyella_cardium	Bergeyella_cardium	19	0.095
geng2024_PRJNA932553	STR_GGB4783_SGB6619	GGB4783_SGB6619	19	0.095
geng2024_PRJNA932553	STR_Prevotella_pallens	Prevotella_pallens	18	0.09
geng2024_PRJNA932553	STR_Lachnoanaerobaculum_umeaense	Lachnoanaerobaculum_umeaense	18	0.09
geng2024_PRJNA932553	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	18	0.09
geng2024_PRJNA932553	STR_GGB12788_SGB19831	GGB12788_SGB19831	18	0.09
geng2024_PRJNA932553	STR_Neisseria_elongata	Neisseria_elongata	17	0.085
geng2024_PRJNA932553	STR_Oribacterium_SGB5283	Oribacterium_SGB5283	17	0.085
geng2024_PRJNA932553	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	17	0.085
geng2024_PRJNA932553	STR_Actinomyces_timonensis	Actinomyces_timonensis	17	0.085
geng2024_PRJNA932553	STR_Prevotella_denticola	Prevotella_denticola	17	0.085
geng2024_PRJNA932553	STR_Treponema_lecithinolyticum	Treponema_lecithinolyticum	17	0.085
geng2024_PRJNA932553	STR_GGB12761_SGB19791	GGB12761_SGB19791	17	0.085
geng2024_PRJNA932553	STR_Capnocytophaga_SGB2499	Capnocytophaga_SGB2499	16	0.08
geng2024_PRJNA932553	STR_Gemella_morbillorum	Gemella_morbillorum	16	0.08
geng2024_PRJNA932553	STR_GGB51111_SGB71327	GGB51111_SGB71327	16	0.08
geng2024_PRJNA932553	STR_Megasphaera_micronuciformis	Megasphaera_micronuciformis	15	0.075
geng2024_PRJNA932553	STR_Pauljensenia_hongkongensis	Pauljensenia_hongkongensis	15	0.075
geng2024_PRJNA932553	STR_Actinomyces_SGB17154	Actinomyces_SGB17154	15	0.075
geng2024_PRJNA932553	STR_Olsenella_uli	Olsenella_uli	15	0.075
geng2024_PRJNA932553	STR_GGB2672_SGB3600	GGB2672_SGB3600	15	0.075
geng2024_PRJNA932553	STR_Leptotrichia_sp_oral_taxon_223	Leptotrichia_sp_oral_taxon_223	15	0.075
geng2024_PRJNA932553	STR_Veillonella_tobetsuensis	Veillonella_tobetsuensis	14	0.07
geng2024_PRJNA932553	STR_Lancefieldella_parvula	Lancefieldella_parvula	14	0.07
geng2024_PRJNA932553	STR_GGB3886_SGB5269	GGB3886_SGB5269	14	0.07
geng2024_PRJNA932553	STR_Gemella_haemolysans	Gemella_haemolysans	14	0.07
geng2024_PRJNA932553	STR_GGB4538_SGB6253	GGB4538_SGB6253	14	0.07
geng2024_PRJNA932553	STR_GGB12790_SGB19845	GGB12790_SGB19845	14	0.07
geng2024_PRJNA932553	STR_GGB1472_SGB2038	GGB1472_SGB2038	14	0.07
geng2024_PRJNA932553	STR_Veillonella_parvula	Veillonella_parvula	13	0.065
geng2024_PRJNA932553	STR_Cardiobacterium_valvarum	Cardiobacterium_valvarum	13	0.065
geng2024_PRJNA932553	STR_Aggregatibacter_actinomycetemcomitans	Aggregatibacter_actinomycetemcomitans	13	0.065
geng2024_PRJNA932553	STR_Prevotella_oralis	Prevotella_oralis	13	0.065
geng2024_PRJNA932553	STR_GGB12785_SGB19823	GGB12785_SGB19823	12	0.06
geng2024_PRJNA932553	STR_Rothia_aeria	Rothia_aeria	12	0.06
geng2024_PRJNA932553	STR_Prevotella_salivae	Prevotella_salivae	12	0.06
geng2024_PRJNA932553	STR_Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274	12	0.06
geng2024_PRJNA932553	STR_Treponema_sp_OMZ_804	Treponema_sp_OMZ_804	12	0.06
geng2024_PRJNA932553	STR_Prevotella_conceptionensis	Prevotella_conceptionensis	12	0.06
geng2024_PRJNA932553	STR_GGB1472_SGB2037	GGB1472_SGB2037	12	0.06
geng2024_PRJNA932553	STR_Prevotella_pleuritidis	Prevotella_pleuritidis	12	0.06
geng2024_PRJNA932553	STR_Pyramidobacter_piscolens	Pyramidobacter_piscolens	12	0.06
geng2024_PRJNA932553	STR_Veillonella_atypica	Veillonella_atypica	11	0.055
geng2024_PRJNA932553	STR_Neisseria_sicca	Neisseria_sicca	11	0.055
geng2024_PRJNA932553	STR_Capnocytophaga_sp_oral_taxon_863	Capnocytophaga_sp_oral_taxon_863	11	0.055
geng2024_PRJNA932553	STR_Alloprevotella_tannerae	Alloprevotella_tannerae	11	0.055
geng2024_PRJNA932553	STR_Candidatus_Nanosynbacter_lyticus	Candidatus_Nanosynbacter_lyticus	11	0.055
geng2024_PRJNA932553	STR_GGB4733_SGB6557	GGB4733_SGB6557	11	0.055
geng2024_PRJNA932553	STR_Haemophilus_haemolyticus	Haemophilus_haemolyticus	11	0.055
geng2024_PRJNA932553	STR_Capnocytophaga_sp_oral_taxon_338	Capnocytophaga_sp_oral_taxon_338	11	0.055
geng2024_PRJNA932553	STR_GGB4936_SGB6889	GGB4936_SGB6889	10	0.05
geng2024_PRJNA932553	STR_Eubacterium_brachy	Eubacterium_brachy	10	0.05
geng2024_PRJNA932553	STR_Olsenella_sp_oral_taxon_807	Olsenella_sp_oral_taxon_807	10	0.05
geng2024_PRJNA932553	STR_Arachnia_SGB15898	Arachnia_SGB15898	10	0.05
geng2024_PRJNA932553	STR_GGB3385_SGB4471	GGB3385_SGB4471	9	0.045
geng2024_PRJNA932553	STR_Oribacterium_asaccharolyticum	Oribacterium_asaccharolyticum	9	0.045
geng2024_PRJNA932553	STR_Candidatus_Gracilibacteria_bacterium_GN02_872	Candidatus_Gracilibacteria_bacterium_GN02_872	9	0.045
geng2024_PRJNA932553	STR_Selenomonas_sp_oral_taxon_920	Selenomonas_sp_oral_taxon_920	9	0.045
geng2024_PRJNA932553	STR_Shuttleworthia_satelles	Shuttleworthia_satelles	9	0.045
geng2024_PRJNA932553	STR_Prevotella_sp_A2879	Prevotella_sp_A2879	9	0.045
geng2024_PRJNA932553	STR_Actinomyces_SGB15893	Actinomyces_SGB15893	9	0.045
geng2024_PRJNA932553	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	8	0.04
