cohort	taxon_id	taxon_name	n_bootstraps_significant	stability_score
geng2024_PRJDB11203	STR_Eubacterium_nodatum	Eubacterium_nodatum	148	0.74
geng2024_PRJDB11203	STR_GGB10852_SGB17523	GGB10852_SGB17523	138	0.69
geng2024_PRJDB11203	STR_Corynebacterium_durum	Corynebacterium_durum	132	0.66
geng2024_PRJDB11203	STR_Treponema_maltophilum	Treponema_maltophilum	119	0.595
geng2024_PRJDB11203	STR_Porphyromonas_endodontalis	Porphyromonas_endodontalis	118	0.59
geng2024_PRJDB11203	STR_Lautropia_mirabilis	Lautropia_mirabilis	107	0.535
geng2024_PRJDB11203	STR_Filifactor_alocis	Filifactor_alocis	107	0.535
geng2024_PRJDB11203	STR_Tannerella_forsythia	Tannerella_forsythia	103	0.515
geng2024_PRJDB11203	STR_Fretibacterium_fastidiosum	Fretibacterium_fastidiosum	101	0.505
geng2024_PRJDB11203	STR_Actinomyces_naeslundii	Actinomyces_naeslundii	100	0.5
geng2024_PRJDB11203	STR_GGB1025_SGB1319	GGB1025_SGB1319	89	0.445
geng2024_PRJDB11203	STR_Treponema_SGB69443	Treponema_SGB69443	88	0.44
geng2024_PRJDB11203	STR_Treponema_denticola	Treponema_denticola	75	0.375
geng2024_PRJDB11203	STR_Actinobaculum_sp_oral_taxon_183	Actinobaculum_sp_oral_taxon_183	74	0.37
geng2024_PRJDB11203	STR_Rothia_aeria	Rothia_aeria	69	0.345
geng2024_PRJDB11203	STR_Mogibacterium_timidum	Mogibacterium_timidum	68	0.34
geng2024_PRJDB11203	STR_Dialister_invisus	Dialister_invisus	65	0.325
geng2024_PRJDB11203	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	56	0.28
geng2024_PRJDB11203	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	55	0.275
geng2024_PRJDB11203	STR_Porphyromonas_gingivalis	Porphyromonas_gingivalis	53	0.265
geng2024_PRJDB11203	STR_GGB4333_SGB5935	GGB4333_SGB5935	50	0.25
geng2024_PRJDB11203	STR_Actinomyces_massiliensis	Actinomyces_massiliensis	49	0.245
geng2024_PRJDB11203	STR_Peptostreptococcaceae_bacterium_oral_taxon_113	Peptostreptococcaceae_bacterium_oral_taxon_113	45	0.225
geng2024_PRJDB11203	STR_Actinomyces_oris	Actinomyces_oris	44	0.22
geng2024_PRJDB11203	STR_GGB1843_SGB2524	GGB1843_SGB2524	39	0.195
geng2024_PRJDB11203	STR_Neisseria_elongata	Neisseria_elongata	38	0.19
geng2024_PRJDB11203	STR_Candidatus_Nanoperiomorbus_periodonticus	Candidatus_Nanoperiomorbus_periodonticus	38	0.19
geng2024_PRJDB11203	STR_Corynebacterium_matruchotii	Corynebacterium_matruchotii	37	0.185
geng2024_PRJDB11203	STR_GGB1611_SGB2208	GGB1611_SGB2208	35	0.175
geng2024_PRJDB11203	STR_Streptococcus_oralis	Streptococcus_oralis	34	0.17
geng2024_PRJDB11203	STR_Rothia_dentocariosa	Rothia_dentocariosa	32	0.16
geng2024_PRJDB11203	STR_Campylobacter_SGB19317	Campylobacter_SGB19317	26	0.13
geng2024_PRJDB11203	STR_Arachnia_SGB15899	Arachnia_SGB15899	24	0.12
geng2024_PRJDB11203	STR_Prevotella_intermedia	Prevotella_intermedia	23	0.115
geng2024_PRJDB11203	STR_Bacteroidetes_unclassified_SGB1343	Bacteroidetes_unclassified_SGB1343	23	0.115
geng2024_PRJDB11203	STR_Pseudopropionibacterium_propionicum	Pseudopropionibacterium_propionicum	20	0.1
geng2024_PRJDB11203	STR_Fusobacterium_nucleatum	Fusobacterium_nucleatum	19	0.095
geng2024_PRJDB11203	STR_Prevotella_oris	Prevotella_oris	19	0.095
geng2024_PRJDB11203	STR_Cardiobacterium_valvarum	Cardiobacterium_valvarum	19	0.095
geng2024_PRJDB11203	STR_Isoptericola_variabilis	Isoptericola_variabilis	19	0.095
geng2024_PRJDB11203	STR_Prevotella_baroniae	Prevotella_baroniae	19	0.095
geng2024_PRJDB11203	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	18	0.09
geng2024_PRJDB11203	STR_Treponema_sp_OMZ_804	Treponema_sp_OMZ_804	17	0.085
geng2024_PRJDB11203	STR_GGB49229_SGB69060	GGB49229_SGB69060	17	0.085
geng2024_PRJDB11203	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	16	0.08
geng2024_PRJDB11203	STR_Campylobacter_gracilis	Campylobacter_gracilis	16	0.08
geng2024_PRJDB11203	STR_Capnocytophaga_granulosa	Capnocytophaga_granulosa	15	0.075
geng2024_PRJDB11203	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	15	0.075
geng2024_PRJDB11203	STR_Eikenella_corrodens	Eikenella_corrodens	13	0.065
geng2024_PRJDB11203	STR_Actinomyces_gerencseriae	Actinomyces_gerencseriae	13	0.065
geng2024_PRJDB11203	STR_Prevotella_oulorum	Prevotella_oulorum	13	0.065
geng2024_PRJDB11203	STR_Ottowia_sp_Marseille_P4747	Ottowia_sp_Marseille_P4747	12	0.06
geng2024_PRJDB11203	STR_Porphyromonas_catoniae	Porphyromonas_catoniae	12	0.06
geng2024_PRJDB11203	STR_Treponema_socranskii	Treponema_socranskii	12	0.06
geng2024_PRJDB11203	STR_Veillonella_parvula	Veillonella_parvula	12	0.06
geng2024_PRJDB11203	STR_TM7_phylum_sp_oral_taxon_348	TM7_phylum_sp_oral_taxon_348	11	0.055
geng2024_PRJDB11203	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	11	0.055
geng2024_PRJDB11203	STR_Campylobacter_rectus	Campylobacter_rectus	11	0.055
geng2024_PRJDB11203	STR_Prevotella_dentalis	Prevotella_dentalis	11	0.055
geng2024_PRJDB11203	STR_Leptotrichia_hongkongensis	Leptotrichia_hongkongensis	10	0.05
geng2024_PRJDB11203	STR_Capnocytophaga_SGB2480	Capnocytophaga_SGB2480	10	0.05
geng2024_PRJDB11203	STR_Parvimonas_micra	Parvimonas_micra	9	0.045
geng2024_PRJDB11203	STR_Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	9	0.045
geng2024_PRJDB11203	STR_Anaerolineaceae_bacterium_oral_taxon_439	Anaerolineaceae_bacterium_oral_taxon_439	9	0.045
geng2024_PRJDB11203	STR_Alloprevotella_tannerae	Alloprevotella_tannerae	8	0.04
geng2024_PRJDB11203	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	8	0.04
geng2024_PRJDB11203	STR_Anaeroglobus_geminatus	Anaeroglobus_geminatus	8	0.04
geng2024_PRJDB11203	STR_Cardiobacterium_hominis	Cardiobacterium_hominis	7	0.035
geng2024_PRJDB11203	STR_Porphyromonas_sp_oral_taxon_278	Porphyromonas_sp_oral_taxon_278	7	0.035
geng2024_PRJDB11203	STR_Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_bacterium_oral_taxon_500	7	0.035
geng2024_PRJDB11203	STR_Streptococcus_gordonii	Streptococcus_gordonii	7	0.035
geng2024_PRJDB11203	STR_Granulicatella_adiacens	Granulicatella_adiacens	7	0.035
geng2024_PRJDB11203	STR_Dialister_pneumosintes	Dialister_pneumosintes	7	0.035
geng2024_PRJDB11203	STR_Selenomonas_noxia	Selenomonas_noxia	6	0.03
geng2024_PRJDB11203	STR_Neisseria_subflava	Neisseria_subflava	6	0.03
geng2024_PRJDB11203	STR_GGB4400_SGB6074	GGB4400_SGB6074	6	0.03
geng2024_PRJDB11203	STR_Prevotella_denticola	Prevotella_denticola	6	0.03
geng2024_PRJDB11203	STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	5	0.025
geng2024_PRJDB11203	STR_Tannerella_sp_oral_taxon_HOT_286	Tannerella_sp_oral_taxon_HOT_286	5	0.025
geng2024_PRJDB11203	STR_Capnocytophaga_ochracea	Capnocytophaga_ochracea	5	0.025
geng2024_PRJDB11203	STR_Arachnia_SGB15898	Arachnia_SGB15898	5	0.025
geng2024_PRJDB11203	STR_Eubacterium_brachy	Eubacterium_brachy	5	0.025
geng2024_PRJDB11203	STR_Actinomyces_sp_oral_taxon_897	Actinomyces_sp_oral_taxon_897	5	0.025
geng2024_PRJDB11203	STR_Candidatus_Gracilibacteria_bacterium_GN02_873	Candidatus_Gracilibacteria_bacterium_GN02_873	5	0.025
geng2024_PRJDB11203	STR_Selenomonas_sp_oral_taxon_126	Selenomonas_sp_oral_taxon_126	5	0.025
geng2024_PRJDB11203	STR_Catonella_morbi	Catonella_morbi	5	0.025
geng2024_PRJDB11203	STR_Capnocytophaga_leadbetteri	Capnocytophaga_leadbetteri	4	0.02
geng2024_PRJDB11203	STR_Prevotella_oralis	Prevotella_oralis	4	0.02
geng2024_PRJDB11203	STR_Leptotrichia_sp_oral_taxon_212	Leptotrichia_sp_oral_taxon_212	4	0.02
geng2024_PRJDB11203	STR_Campylobacter_curvus	Campylobacter_curvus	4	0.02
geng2024_PRJDB11203	STR_Neisseria_sicca	Neisseria_sicca	4	0.02
geng2024_PRJDB11203	STR_Selenomonas_sputigena	Selenomonas_sputigena	4	0.02
geng2024_PRJDB11203	STR_GGB6675_SGB9425	GGB6675_SGB9425	4	0.02
geng2024_PRJDB11203	STR_Kingella_denitrificans	Kingella_denitrificans	4	0.02
geng2024_PRJDB11203	STR_Eubacterium_yurii	Eubacterium_yurii	4	0.02
geng2024_PRJDB11203	STR_Prevotella_sp_oral_taxon_473	Prevotella_sp_oral_taxon_473	4	0.02
geng2024_PRJDB11203	STR_Actinomyces_dentalis	Actinomyces_dentalis	3	0.015
geng2024_PRJDB11203	STR_Selenomonas_SGB5891	Selenomonas_SGB5891	3	0.015
geng2024_PRJDB11203	STR_Prevotella_maculosa	Prevotella_maculosa	3	0.015
geng2024_PRJDB11203	STR_Actinomyces_israelii	Actinomyces_israelii	3	0.015
geng2024_PRJDB11203	STR_Haemophilus_parainfluenzae	Haemophilus_parainfluenzae	3	0.015
geng2024_PRJDB11203	STR_Olsenella_sp_oral_taxon_807	Olsenella_sp_oral_taxon_807	3	0.015
geng2024_PRJDB11203	STR_GGB3385_SGB4472	GGB3385_SGB4472	3	0.015
geng2024_PRJDB11203	STR_Porphyromonas_pasteri	Porphyromonas_pasteri	2	0.01
geng2024_PRJDB11203	STR_Prevotella_loescheii	Prevotella_loescheii	2	0.01
geng2024_PRJDB11203	STR_Prevotella_nigrescens	Prevotella_nigrescens	2	0.01
geng2024_PRJDB11203	STR_Prevotella_saccharolytica	Prevotella_saccharolytica	2	0.01
geng2024_PRJDB11203	STR_GGB10022_SGB15896	GGB10022_SGB15896	2	0.01
geng2024_PRJDB11203	STR_Pauljensenia_hongkongensis	Pauljensenia_hongkongensis	2	0.01
geng2024_PRJDB11203	STR_GGB12796_SGB19893	GGB12796_SGB19893	2	0.01
geng2024_PRJDB11203	STR_GGB12790_SGB19845	GGB12790_SGB19845	2	0.01
geng2024_PRJDB11203	STR_Selenomonas_massiliensis	Selenomonas_massiliensis	2	0.01
geng2024_PRJDB11203	STR_Centipeda_periodontii	Centipeda_periodontii	2	0.01
geng2024_PRJDB11203	STR_Treponema_sp_Marseille_Q3903	Treponema_sp_Marseille_Q3903	2	0.01
geng2024_PRJDB11203	STR_Prevotella_conceptionensis	Prevotella_conceptionensis	1	0.005
geng2024_PRJDB11203	STR_Selenomonas_artemidis	Selenomonas_artemidis	1	0.005
geng2024_PRJDB11203	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	1	0.005
geng2024_PRJDB11203	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	1	0.005
geng2024_PRJDB11203	STR_Streptococcus_cristatus	Streptococcus_cristatus	1	0.005
geng2024_PRJDB11203	STR_Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274	1	0.005
geng2024_PRJDB11203	STR_Prevotella_veroralis	Prevotella_veroralis	1	0.005
geng2024_PRJDB11203	STR_GGB1201_SGB1566	GGB1201_SGB1566	1	0.005
geng2024_PRJDB11203	STR_Lautropia_dentalis	Lautropia_dentalis	1	0.005
geng2024_PRJDB11203	STR_Gemella_morbillorum	Gemella_morbillorum	1	0.005
geng2024_PRJDB11203	STR_Selenomonas_sp_oral_taxon_892	Selenomonas_sp_oral_taxon_892	1	0.005
geng2024_PRJDB11203	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	0	0
geng2024_PRJDB11203	STR_GGB1022_SGB1315	GGB1022_SGB1315	0	0
geng2024_PRJDB11203	STR_Leptotrichia_buccalis	Leptotrichia_buccalis	0	0
geng2024_PRJDB11203	STR_Leptotrichia_hofstadii	Leptotrichia_hofstadii	0	0
geng2024_PRJDB11203	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	0	0
geng2024_PRJDB11203	STR_Peptidiphaga_gingivicola	Peptidiphaga_gingivicola	0	0
geng2024_PRJDB11203	STR_GGB4533_SGB6246	GGB4533_SGB6246	0	0
geng2024_PRJDB11203	STR_GGB12790_SGB19844	GGB12790_SGB19844	0	0
geng2024_PRJDB11203	STR_Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum	0	0
geng2024_PRJDB11203	STR_Campylobacter_showae	Campylobacter_showae	0	0
geng2024_PRJDB11203	STR_Streptococcus_anginosus	Streptococcus_anginosus	0	0
geng2024_PRJNA230363	STR_Prevotella_veroralis	Prevotella_veroralis	194	0.97
geng2024_PRJNA230363	STR_candidate_division_SR1_bacterium_MGEHA	candidate_division_SR1_bacterium_MGEHA	191	0.955
geng2024_PRJNA230363	STR_Fusobacterium_nucleatum	Fusobacterium_nucleatum	188	0.94
geng2024_PRJNA230363	STR_Streptococcus_anginosus	Streptococcus_anginosus	187	0.935
geng2024_PRJNA230363	STR_GGB2665_SGB3591	GGB2665_SGB3591	187	0.935
geng2024_PRJNA230363	STR_Capnocytophaga_sp_oral_taxon_332	Capnocytophaga_sp_oral_taxon_332	186	0.93
geng2024_PRJNA230363	STR_GGB4333_SGB5935	GGB4333_SGB5935	180	0.9
geng2024_PRJNA230363	STR_GGB49229_SGB69060	GGB49229_SGB69060	178	0.89
geng2024_PRJNA230363	STR_Bacteroidetes_unclassified_SGB1343	Bacteroidetes_unclassified_SGB1343	177	0.885
geng2024_PRJNA230363	STR_Phocaeicola_abscessus	Phocaeicola_abscessus	176	0.88
geng2024_PRJNA230363	STR_TM7_phylum_sp_oral_taxon_350	TM7_phylum_sp_oral_taxon_350	175	0.875
geng2024_PRJNA230363	STR_Leptotrichia_buccalis	Leptotrichia_buccalis	174	0.87
geng2024_PRJNA230363	STR_Capnocytophaga_granulosa	Capnocytophaga_granulosa	170	0.85
geng2024_PRJNA230363	STR_Treponema_denticola	Treponema_denticola	163	0.815
geng2024_PRJNA230363	STR_Filifactor_alocis	Filifactor_alocis	163	0.815
geng2024_PRJNA230363	STR_GGB1611_SGB2208	GGB1611_SGB2208	162	0.81
geng2024_PRJNA230363	STR_Anaerolineaceae_bacterium_oral_taxon_439	Anaerolineaceae_bacterium_oral_taxon_439	161	0.805
geng2024_PRJNA230363	STR_Leptotrichia_sp_oral_taxon_498	Leptotrichia_sp_oral_taxon_498	160	0.8
geng2024_PRJNA230363	STR_Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274	159	0.795
geng2024_PRJNA230363	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	159	0.795
geng2024_PRJNA230363	STR_Prevotella_intermedia	Prevotella_intermedia	154	0.77
geng2024_PRJNA230363	STR_Treponema_sp_OMZ_804	Treponema_sp_OMZ_804	153	0.765
geng2024_PRJNA230363	STR_Treponema_SGB69443	Treponema_SGB69443	150	0.75
geng2024_PRJNA230363	STR_GGB1188_SGB1538	GGB1188_SGB1538	149	0.745
geng2024_PRJNA230363	STR_Selenomonas_sp_oral_taxon_126	Selenomonas_sp_oral_taxon_126	147	0.735
geng2024_PRJNA230363	STR_Actinomyces_sp_oral_taxon_897	Actinomyces_sp_oral_taxon_897	144	0.72
geng2024_PRJNA230363	STR_GGB3388_SGB4476	GGB3388_SGB4476	143	0.715
geng2024_PRJNA230363	STR_Prevotella_micans	Prevotella_micans	141	0.705
geng2024_PRJNA230363	STR_Campylobacter_rectus	Campylobacter_rectus	140	0.7
geng2024_PRJNA230363	STR_Eubacterium_nodatum	Eubacterium_nodatum	140	0.7
geng2024_PRJNA230363	STR_GGB1833_SGB2477	GGB1833_SGB2477	140	0.7
geng2024_PRJNA230363	STR_Prevotella_saccharolytica	Prevotella_saccharolytica	139	0.695
geng2024_PRJNA230363	STR_Centipeda_periodontii	Centipeda_periodontii	135	0.675
geng2024_PRJNA230363	STR_Treponema_sp_Marseille_Q4130	Treponema_sp_Marseille_Q4130	134	0.67
geng2024_PRJNA230363	STR_TM7_phylum_sp_oral_taxon_348	TM7_phylum_sp_oral_taxon_348	134	0.67
geng2024_PRJNA230363	STR_Prevotella_multiformis	Prevotella_multiformis	133	0.665
geng2024_PRJNA230363	STR_GGB1201_SGB1566	GGB1201_SGB1566	132	0.66
geng2024_PRJNA230363	STR_Treponema_SGB69452	Treponema_SGB69452	132	0.66
geng2024_PRJNA230363	STR_Tannerella_forsythia	Tannerella_forsythia	130	0.65
geng2024_PRJNA230363	STR_Porphyromonas_endodontalis	Porphyromonas_endodontalis	130	0.65
geng2024_PRJNA230363	STR_Ottowia_sp_Marseille_P4747	Ottowia_sp_Marseille_P4747	130	0.65
geng2024_PRJNA230363	STR_Anaeroglobus_geminatus	Anaeroglobus_geminatus	128	0.64
geng2024_PRJNA230363	STR_Treponema_lecithinolyticum	Treponema_lecithinolyticum	125	0.625
geng2024_PRJNA230363	STR_Treponema_SGB3604	Treponema_SGB3604	125	0.625
geng2024_PRJNA230363	STR_Porphyromonas_gingivalis	Porphyromonas_gingivalis	124	0.62
geng2024_PRJNA230363	STR_GGB3385_SGB4472	GGB3385_SGB4472	123	0.615
geng2024_PRJNA230363	STR_Olsenella_sp_oral_taxon_807	Olsenella_sp_oral_taxon_807	122	0.61
geng2024_PRJNA230363	STR_GGB12790_SGB19845	GGB12790_SGB19845	121	0.605
geng2024_PRJNA230363	STR_Treponema_maltophilum	Treponema_maltophilum	121	0.605
geng2024_PRJNA230363	STR_Streptococcus_sobrinus	Streptococcus_sobrinus	121	0.605
geng2024_PRJNA230363	STR_Prevotella_marshii	Prevotella_marshii	120	0.6
geng2024_PRJNA230363	STR_Peptoanaerobacter_stomatis	Peptoanaerobacter_stomatis	120	0.6
geng2024_PRJNA230363	STR_Eubacterium_saphenum	Eubacterium_saphenum	114	0.57
geng2024_PRJNA230363	STR_Prevotella_sp_oral_taxon_473	Prevotella_sp_oral_taxon_473	113	0.565
geng2024_PRJNA230363	STR_Prevotella_conceptionensis	Prevotella_conceptionensis	106	0.53
geng2024_PRJNA230363	STR_Selenomonas_SGB5892	Selenomonas_SGB5892	105	0.525
geng2024_PRJNA230363	STR_Prevotella_baroniae	Prevotella_baroniae	103	0.515
geng2024_PRJNA230363	STR_Leptotrichia_sp_oral_taxon_212	Leptotrichia_sp_oral_taxon_212	102	0.51
geng2024_PRJNA230363	STR_GGB1022_SGB1315	GGB1022_SGB1315	101	0.505
geng2024_PRJNA230363	STR_Candidatus_Nanoperiomorbus_periodonticus	Candidatus_Nanoperiomorbus_periodonticus	99	0.495
geng2024_PRJNA230363	STR_Eubacterium_brachy	Eubacterium_brachy	99	0.495
geng2024_PRJNA230363	STR_Capnocytophaga_SGB2480	Capnocytophaga_SGB2480	99	0.495
geng2024_PRJNA230363	STR_Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum	98	0.49
geng2024_PRJNA230363	STR_GGB12762_SGB19792	GGB12762_SGB19792	97	0.485
geng2024_PRJNA230363	STR_Dialister_invisus	Dialister_invisus	96	0.48
geng2024_PRJNA230363	STR_Selenomonas_flueggei	Selenomonas_flueggei	94	0.47
geng2024_PRJNA230363	STR_Leptotrichia_massiliensis	Leptotrichia_massiliensis	94	0.47
geng2024_PRJNA230363	STR_Prevotella_sp_F0091	Prevotella_sp_F0091	92	0.46
geng2024_PRJNA230363	STR_Oribacterium_sp_oral_taxon_078	Oribacterium_sp_oral_taxon_078	92	0.46
geng2024_PRJNA230363	STR_Prevotella_buccae	Prevotella_buccae	92	0.46
geng2024_PRJNA230363	STR_Treponema_socranskii	Treponema_socranskii	90	0.45
geng2024_PRJNA230363	STR_Bacteroides_heparinolyticus	Bacteroides_heparinolyticus	88	0.44
geng2024_PRJNA230363	STR_Prevotella_oralis	Prevotella_oralis	88	0.44
geng2024_PRJNA230363	STR_Desulfovibrio_sp_OH1186_COT_070	Desulfovibrio_sp_OH1186_COT_070	87	0.435
geng2024_PRJNA230363	STR_GGB49499_SGB69440	GGB49499_SGB69440	86	0.43
geng2024_PRJNA230363	STR_GGB4400_SGB6074	GGB4400_SGB6074	82	0.41
geng2024_PRJNA230363	STR_Aggregatibacter_segnis	Aggregatibacter_segnis	80	0.4
geng2024_PRJNA230363	STR_Prevotella_pleuritidis	Prevotella_pleuritidis	76	0.38
geng2024_PRJNA230363	STR_Eubacterium_infirmum	Eubacterium_infirmum	75	0.375
geng2024_PRJNA230363	STR_Prevotella_nigrescens	Prevotella_nigrescens	73	0.365
geng2024_PRJNA230363	STR_Streptococcus_sp_A12	Streptococcus_sp_A12	72	0.36
geng2024_PRJNA230363	STR_Catonella_morbi	Catonella_morbi	71	0.355
geng2024_PRJNA230363	STR_Prevotella_koreensis	Prevotella_koreensis	71	0.355
geng2024_PRJNA230363	STR_Streptococcus_intermedius	Streptococcus_intermedius	66	0.33
geng2024_PRJNA230363	STR_Selenomonas_sputigena	Selenomonas_sputigena	65	0.325
geng2024_PRJNA230363	STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	65	0.325
geng2024_PRJNA230363	STR_Arachnia_SGB15899	Arachnia_SGB15899	65	0.325
geng2024_PRJNA230363	STR_Veillonella_parvula	Veillonella_parvula	64	0.32
geng2024_PRJNA230363	STR_GGB12783_SGB19821	GGB12783_SGB19821	64	0.32
geng2024_PRJNA230363	STR_Streptococcus_parasanguinis	Streptococcus_parasanguinis	63	0.315
geng2024_PRJNA230363	STR_Selenomonas_massiliensis	Selenomonas_massiliensis	62	0.31
geng2024_PRJNA230363	STR_Eikenella_corrodens	Eikenella_corrodens	62	0.31
geng2024_PRJNA230363	STR_GGB12790_SGB19844	GGB12790_SGB19844	61	0.305
geng2024_PRJNA230363	STR_Actinomyces_israelii	Actinomyces_israelii	61	0.305
geng2024_PRJNA230363	STR_Streptococcus_sp_263_SSPC	Streptococcus_sp_263_SSPC	60	0.3
geng2024_PRJNA230363	STR_GGB3886_SGB5269	GGB3886_SGB5269	59	0.295
geng2024_PRJNA230363	STR_TM7_phylum_sp_oral_taxon_351	TM7_phylum_sp_oral_taxon_351	59	0.295
geng2024_PRJNA230363	STR_Actinomyces_dentalis	Actinomyces_dentalis	58	0.29
geng2024_PRJNA230363	STR_GGB4936_SGB6889	GGB4936_SGB6889	58	0.29
geng2024_PRJNA230363	STR_Actinomyces_sp_ICM47	Actinomyces_sp_ICM47	58	0.29
geng2024_PRJNA230363	STR_Streptococcus_constellatus	Streptococcus_constellatus	57	0.285
geng2024_PRJNA230363	STR_Capnocytophaga_ochracea	Capnocytophaga_ochracea	57	0.285
geng2024_PRJNA230363	STR_Gemella_morbillorum	Gemella_morbillorum	56	0.28
geng2024_PRJNA230363	STR_Eubacterium_yurii	Eubacterium_yurii	56	0.28
geng2024_PRJNA230363	STR_GGB10852_SGB17523	GGB10852_SGB17523	55	0.275
geng2024_PRJNA230363	STR_Prevotella_maculosa	Prevotella_maculosa	54	0.27
geng2024_PRJNA230363	STR_Campylobacter_gracilis	Campylobacter_gracilis	54	0.27
geng2024_PRJNA230363	STR_Dialister_pneumosintes	Dialister_pneumosintes	53	0.265
geng2024_PRJNA230363	STR_Selenomonas_sp_oral_taxon_920	Selenomonas_sp_oral_taxon_920	53	0.265
geng2024_PRJNA230363	STR_Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	52	0.26
geng2024_PRJNA230363	STR_Candidatus_Gracilibacteria_bacterium_GN02_873	Candidatus_Gracilibacteria_bacterium_GN02_873	52	0.26
geng2024_PRJNA230363	STR_Fretibacterium_fastidiosum	Fretibacterium_fastidiosum	50	0.25
geng2024_PRJNA230363	STR_Capnocytophaga_sp_oral_taxon_863	Capnocytophaga_sp_oral_taxon_863	50	0.25
geng2024_PRJNA230363	STR_Streptococcus_mitis	Streptococcus_mitis	49	0.245
geng2024_PRJNA230363	STR_GGB12761_SGB19791	GGB12761_SGB19791	49	0.245
geng2024_PRJNA230363	STR_Streptococcus_sinensis	Streptococcus_sinensis	48	0.24
geng2024_PRJNA230363	STR_Bulleidia_extructa	Bulleidia_extructa	48	0.24
geng2024_PRJNA230363	STR_Streptococcus_infantis	Streptococcus_infantis	48	0.24
geng2024_PRJNA230363	STR_Prevotella_oulorum	Prevotella_oulorum	47	0.235
geng2024_PRJNA230363	STR_GGB2674_SGB3609	GGB2674_SGB3609	47	0.235
geng2024_PRJNA230363	STR_GGB1138_SGB1455	GGB1138_SGB1455	45	0.225
geng2024_PRJNA230363	STR_Tannerella_sp_oral_taxon_808	Tannerella_sp_oral_taxon_808	45	0.225
geng2024_PRJNA230363	STR_Rothia_mucilaginosa	Rothia_mucilaginosa	44	0.22
geng2024_PRJNA230363	STR_Actinomyces_bouchesdurhonensis	Actinomyces_bouchesdurhonensis	44	0.22
geng2024_PRJNA230363	STR_Candidatus_Saccharibacteria_unclassified_SGB19782	Candidatus_Saccharibacteria_unclassified_SGB19782	44	0.22
geng2024_PRJNA230363	STR_Actinomyces_graevenitzii	Actinomyces_graevenitzii	44	0.22
geng2024_PRJNA230363	STR_Actinomyces_sp_S6_Spd3	Actinomyces_sp_S6_Spd3	44	0.22
geng2024_PRJNA230363	STR_Actinomyces_SGB17168	Actinomyces_SGB17168	44	0.22
geng2024_PRJNA230363	STR_Gemella_sanguinis	Gemella_sanguinis	44	0.22
geng2024_PRJNA230363	STR_GGB4733_SGB6555	GGB4733_SGB6555	44	0.22
geng2024_PRJNA230363	STR_Oribacterium_sinus	Oribacterium_sinus	44	0.22
geng2024_PRJNA230363	STR_GGB3394_SGB4498	GGB3394_SGB4498	44	0.22
geng2024_PRJNA230363	STR_Oribacterium_parvum	Oribacterium_parvum	44	0.22
geng2024_PRJNA230363	STR_Treponema_vincentii	Treponema_vincentii	43	0.215
geng2024_PRJNA230363	STR_GGB12788_SGB19831	GGB12788_SGB19831	43	0.215
geng2024_PRJNA230363	STR_Campylobacter_curvus	Campylobacter_curvus	41	0.205
geng2024_PRJNA230363	STR_Selenomonas_noxia	Selenomonas_noxia	41	0.205
geng2024_PRJNA230363	STR_Campylobacter_SGB19317	Campylobacter_SGB19317	39	0.195
geng2024_PRJNA230363	STR_Prevotella_dentalis	Prevotella_dentalis	38	0.19
geng2024_PRJNA230363	STR_Porphyromonas_catoniae	Porphyromonas_catoniae	36	0.18
geng2024_PRJNA230363	STR_Streptococcus_sanguinis	Streptococcus_sanguinis	36	0.18
geng2024_PRJNA230363	STR_Selenomonas_sp_FOBRC6	Selenomonas_sp_FOBRC6	35	0.175
geng2024_PRJNA230363	STR_Parvimonas_micra	Parvimonas_micra	33	0.165
geng2024_PRJNA230363	STR_Prevotella_denticola	Prevotella_denticola	33	0.165
geng2024_PRJNA230363	STR_Kingella_denitrificans	Kingella_denitrificans	32	0.16
geng2024_PRJNA230363	STR_GGB1472_SGB2038	GGB1472_SGB2038	31	0.155
