taxon_id,effect_size,se,p_value,tau2,I2,n_cohorts,taxon_name,q_value,direction
STR_Bacteroidaceae_bacterium,-0.22257605233625474,0.17798401815182494,0.2111025205092218,0.13305401274584197,86.83280209788052,5,Bacteroidaceae_bacterium,0.3543127731159803,health_enriched
STR_Bacteroidaceae_unclassified_SGB1468,-0.19311435832511228,0.10232082436826588,0.05911438148769383,0.026615762396805027,51.34205305123176,5,Bacteroidaceae_unclassified_SGB1468,0.14204462889848735,health_enriched
STR_Bacteroides_heparinolyticus,0.2666872493064038,0.10791359310904036,0.013462148139004891,0,0,2,Bacteroides_heparinolyticus,0.044518390875521126,disease_enriched
STR_Bacteroidetes_oral_taxon_274,0.35794632779605784,0.12013389832638591,0.0028866136031137353,0.06739299511835194,78.89113168799797,6,Bacteroidetes_oral_taxon_274,0.012855052579199834,disease_enriched
STR_Bacteroidetes_unclassified_SGB1343,0.43009962704520277,0.12029272446325008,3.496370449269272e-4,0.06877016064532579,82.62740285581779,6,Bacteroidetes_unclassified_SGB1343,0.0021625698704739573,disease_enriched
STR_Bergeyella_cardium,0.2210240821987174,0.11046205478840702,0.04540262429261882,0,0,2,Bergeyella_cardium,0.11847247276355223,disease_enriched
STR_Bifidobacterium_dentium,0.09090102367270966,0.11355981937582657,0.42343958353377575,0.01647636958791501,42.51336071527249,3,Bifidobacterium_dentium,0.5725863194343365,disease_enriched
STR_Bifidobacterium_longum,0.18196432716390049,0.11018496698358742,0.0986479011684748,0,0,2,Bifidobacterium_longum,0.20338517895228753,disease_enriched
STR_Bulleidia_extructa,0.17218608150103087,0.1433053518173319,0.2295445886807602,0.058211353212257656,72.20754129579237,4,Bulleidia_extructa,0.377099861915012,disease_enriched
STR_Campylobacter_SGB19314,0.2018792816112277,0.11080418933964363,0.06846313572433167,0,0,2,Campylobacter_SGB19314,0.1577012919443226,disease_enriched
STR_Campylobacter_SGB19317,-0.08739452243513005,0.13848011586725925,0.5279764569289893,0.055632563700799977,73.06606882879954,4,Campylobacter_SGB19317,0.6821966387245072,health_enriched
STR_Campylobacter_SGB19337,0.09069641312618247,0.19834066113275092,0.647472717872174,0.17527831730523474,90.22215322654966,5,Campylobacter_SGB19337,0.7751107088505595,disease_enriched
STR_Campylobacter_concisus,-0.20426886996141996,0.07481234995410334,0.00632543669383026,0.002617851098850542,9.10778397317338,5,Campylobacter_concisus,0.024007907451583033,health_enriched
STR_Campylobacter_curvus,0.11200816083204734,0.09062378880230348,0.2164702214197733,0,0,3,Campylobacter_curvus,0.3597067360905685,disease_enriched
STR_Campylobacter_gracilis,0.28864313679036097,0.18674181850585192,0.12218181442611903,0.18965885206088842,92.35442315002769,6,Campylobacter_gracilis,0.2400513295195515,disease_enriched
STR_Campylobacter_rectus,0.4872551677126536,0.08178118263466268,2.552884837439618e-9,0.019037696870359756,57.88722941631894,5,Campylobacter_rectus,4.737019642804625e-8,disease_enriched
STR_Campylobacter_showae,0.007610235535395518,0.07232048390962033,0.9161938437762576,0,0,5,Campylobacter_showae,0.9649977102426434,disease_enriched
STR_Candidatus_Absconditabacteria_unclassified_SGB6894,0.06697717573267825,0.11806243897030716,0.5705083396468658,0.009869125776651432,22.98948620291618,3,Candidatus_Absconditabacteria_unclassified_SGB6894,0.7110066620972133,disease_enriched
STR_Candidatus_Gracilibacteria_bacterium_GN02_872,-0.08989612523481486,0.2272885269741495,0.6924625177966581,0.08617755752408525,83.33045505044062,2,Candidatus_Gracilibacteria_bacterium_GN02_872,0.8046985384790839,health_enriched
