taxon_id,p_value,U,r,var_r,log2fc,mean_case,mean_ctrl,taxon_name,source_id,n_case,n_ctrl,n_total
STR_Leptotrichia_hofstadii,0.17379694254090303,118,0.3111111111111111,0.030214373373525942,1.352185413812423,0.0030670098533894068,0.0012007340891696005,Leptotrichia_hofstadii,geng2024_PRJNA230363,10,18,28
STR_Isoptericola_variabilis,0.3935554047983541,72,-0.19999999999999996,0.034133333333333335,-1.0390363336739235,8.451796570163739e-4,0.0017377761849864859,Isoptericola_variabilis,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_parasanguinis,0.04566598003859913,50.5,-0.4388888888888889,0.024142847500945537,-6.913692483514572,6.195505908621397e-5,0.007589308963439003,Streptococcus_parasanguinis,geng2024_PRJNA230363,10,18,28
STR_Arachnia_SGB15898,0.31418469808777844,109,0.21111111111111103,0.033809277605604385,1.5492349961345235,9.167429589676243e-4,3.125846942526388e-4,Arachnia_SGB15898,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_sobrinus,0.005171724804654788,126,0.3999999999999999,0.02613333333333334,10.735745635889177,0.0017042241011845098,0,Streptococcus_sobrinus,geng2024_PRJNA230363,10,18,28
STR_Prevotella_nanceiensis,0.2643954488454143,68.5,-0.23888888888888893,0.03293040529193268,-5.613238084333632,7.53316008342161e-5,0.003735434786428714,Prevotella_nanceiensis,geng2024_PRJNA230363,10,18,28
STR_Leptotrichia_hongkongensis,0.6530960774261684,80.5,-0.10555555555555551,0.03621630344431462,-0.25152565793393,0.0010977306598570866,0.0013070008050904617,Leptotrichia_hongkongensis,geng2024_PRJNA230363,10,18,28
STR_GGB4395_SGB6050,0.2292750433660929,71.5,-0.2055555555555556,0.03397330186935144,-5.574045932930914,8.55204269710323e-6,4.540417847399423e-4,GGB4395_SGB6050,geng2024_PRJNA230363,10,18,28
STR_Prevotella_enoeca,0.3164126573090687,105.5,0.17222222222222228,0.03487254656443518,4.19059850687739,2.0719532032781706e-4,1.0401844484695354e-5,Prevotella_enoeca,geng2024_PRJNA230363,10,18,28
STR_Capnocytophaga_sp_oral_taxon_338,0.2979165834301252,105,0.16666666666666674,0.03500800182898948,0.3001986175422534,9.901992464298363e-5,8.02302396410969e-5,Capnocytophaga_sp_oral_taxon_338,geng2024_PRJNA230363,10,18,28
STR_GGB4538_SGB6253,0.08124797667017805,60.5,-0.3277777777777777,0.029506164407243702,-5.499658742027966,5.416628688294525e-6,2.89314786339318e-4,GGB4538_SGB6253,geng2024_PRJNA230363,10,18,28
STR_Veillonella_dispar,0.4409354780048274,75,-0.16666666666666663,0.03500800182898948,-4.9642748048458145,1.0979255208755091e-4,0.0034576466057764737,Veillonella_dispar,geng2024_PRJNA230363,10,18,28
STR_Candidatus_Nanosynbacter_lyticus,0.2189976656532702,110,0.22222222222222232,0.03346937853872772,1.5206988926975842,0.0011171170531321035,3.8868284758504284e-4,Candidatus_Nanosynbacter_lyticus,geng2024_PRJNA230363,10,18,28
STR_Pseudomonas_aeruginosa,0.21394763740129072,68,-0.24444444444444446,0.03274312068508075,-3.0047989209841988,1.90755031378731e-4,0.001538151515170515,Pseudomonas_aeruginosa,geng2024_PRJNA230363,10,18,28
STR_Veillonella_rogosae,0.3899364190487756,73,-0.18888888888888888,0.034441295082615,-4.1779738921576595,2.3683342990886587e-4,0.004303952478456099,Veillonella_rogosae,geng2024_PRJNA230363,10,18,28
STR_Abiotrophia_defectiva,0.8575706224296835,93,0.03333333333333344,0.03695477823502515,-0.08707708473199186,4.952247589880541e-4,5.260978489724694e-4,Abiotrophia_defectiva,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_mutans,0.264460461612824,103,0.14444444444444438,0.03550766369173624,2.180592566195002,2.3873433707739507e-4,5.1881829502399705e-5,Streptococcus_mutans,geng2024_PRJNA230363,10,18,28
STR_Gemella_haemolysans,0.7766701671157328,85,-0.05555555555555558,0.03680876616595257,-1.1127568021343017,6.176696188582634e-4,0.001336925603766781,Gemella_haemolysans,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_johnsonii,0.8524366128235487,86,-0.0444444444444444,0.0368908623911215,-2.3783344744128074,2.086418484958697e-4,0.0010890037621596068,Actinomyces_johnsonii,geng2024_PRJNA230363,10,18,28
STR_Alloprevotella_SGB1466,0.304591128785695,102,0.1333333333333333,0.03573187014174668,-2.396677075092356,5.97720863078348e-5,3.1901905282012574e-4,Alloprevotella_SGB1466,geng2024_PRJNA230363,10,18,28
STR_Granulicatella_elegans,0.5546990216816441,98,0.0888888888888888,0.03645407260636646,-4.239164137403599,1.0809398419948983e-4,0.0020592331208620102,Granulicatella_elegans,geng2024_PRJNA230363,10,18,28
STR_GGB12785_SGB19827,0.581392923411304,82.5,-0.08333333333333337,0.03652441986739827,-9.906733925201886,6.420787298880124e-7,0.0015752244002836403,GGB12785_SGB19827,geng2024_PRJNA230363,10,18,28
STR_GGB1474_SGB2040,1,90,0,0.037037037037037035,6.228839267527501,2.6113327852745976e-4,2.495060530271764e-6,GGB1474_SGB2040,geng2024_PRJNA230363,10,18,28
STR_Abiotrophia_sp_HMSC24B09,0.5759370657395708,79.5,-0.1166666666666667,0.03603566815272062,-3.1631504667526027,8.248060620504201e-5,7.468056900587759e-4,Abiotrophia_sp_HMSC24B09,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_sp_263_SSPC,0.0407451264591562,51,-0.43333333333333335,0.024433516232281658,-6.761970998262151,3.0161009257220968e-5,0.003380953372707346,Streptococcus_sp_263_SSPC,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_gerencseriae,0.3693607579383762,73,-0.18888888888888888,0.034441295082615,-2.2969491694544333,1.2021227888312623e-4,5.946583235949958e-4,Actinomyces_gerencseriae,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_salivarius,0.41700691265033357,76,-0.15555555555555556,0.035266313287834396,-1.1170199425795995,1.464411728077407e-4,3.18797662664854e-4,Streptococcus_salivarius,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_intermedius,0.017560636655302178,50,-0.4444444444444444,0.02385024866353932,-10.410088407373626,0,0.0013596576512581691,Streptococcus_intermedius,geng2024_PRJNA230363,10,18,28
STR_Neisseria_bacilliformis,0.264460461612824,103,0.14444444444444438,0.03550766369173624,2.5021154685056257,7.261545908030369e-4,1.2735563562260953e-4,Neisseria_bacilliformis,geng2024_PRJNA230363,10,18,28
STR_Streptococcus_sp_A12,0.035793976415715155,50,-0.4444444444444444,0.02385024866353932,-6.668722073672839,9.765496058582071e-5,0.010036008786358226,Streptococcus_sp_A12,geng2024_PRJNA230363,10,18,28
STR_Stomatobaculum_SGB5266,0.08124797667017805,60.5,-0.3277777777777777,0.029506164407243702,-5.3170329254674416,1.1986837368333024e-5,5.167138702607816e-4,Stomatobaculum_SGB5266,geng2024_PRJNA230363,10,18,28
STR_GGB4936_SGB6889,0.02965001706021734,55,-0.38888888888888884,0.026681583656511257,-10.928296166801426,0,0.0019476998319682378,GGB4936_SGB6889,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_sp_ICM47,0.02965001706021734,55,-0.38888888888888884,0.026681583656511257,-13.283726787928442,0,0.009971412108772327,Actinomyces_sp_ICM47,geng2024_PRJNA230363,10,18,28
STR_Pseudomonas_oryzihabitans,0.19550790982205304,75,-0.16666666666666663,0.03500800182898948,-13.180378379805015,0,0.009282019153403192,Pseudomonas_oryzihabitans,geng2024_PRJNA230363,10,18,28
STR_Acinetobacter_junii,0.19550790982205304,75,-0.16666666666666663,0.03500800182898948,-12.328407102104862,0,0.005142045144651241,Acinetobacter_junii,geng2024_PRJNA230363,10,18,28
STR_Acinetobacter_johnsonii,0.19550790982205304,75,-0.16666666666666663,0.03500800182898948,-11.615014853674056,0,0.003135663072283168,Acinetobacter_johnsonii,geng2024_PRJNA230363,10,18,28
STR_Acinetobacter_sp_P8_3_8,0.19550790982205304,75,-0.16666666666666663,0.03500800182898948,-10.797493594062857,0,0.0017787928174820497,Acinetobacter_sp_P8_3_8,geng2024_PRJNA230363,10,18,28
STR_GGB3886_SGB5269,0.02965001706021734,55,-0.38888888888888884,0.026681583656511257,-9.298291091295829,0,6.285997209954452e-4,GGB3886_SGB5269,geng2024_PRJNA230363,10,18,28
STR_TM7_phylum_sp_oral_taxon_351,0.02965001706021734,55,-0.38888888888888884,0.026681583656511257,-7.739822389050092,0,2.1275619011605252e-4,TM7_phylum_sp_oral_taxon_351,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_bouchesdurhonensis,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-12.077672359299319,0,0.004321566247218989,Actinomyces_bouchesdurhonensis,geng2024_PRJNA230363,10,18,28
STR_Peptostreptococcus_SGB749,0.07861460315217098,65,-0.2777777777777778,0.03154195385753075,-8.235684880986007,0,3.004311871830538e-4,Peptostreptococcus_SGB749,geng2024_PRJNA230363,10,18,28
STR_Candidatus_Saccharibacteria_unclassified_SGB19782,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-10.158001219297846,0,0.0011415180316627423,Candidatus_Saccharibacteria_unclassified_SGB19782,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_graevenitzii,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-12.883573843435592,0,0.0075558739509904126,Actinomyces_graevenitzii,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_sp_S6_Spd3,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-8.709173362005929,0,4.175259774999036e-4,Actinomyces_sp_S6_Spd3,geng2024_PRJNA230363,10,18,28
STR_Actinomyces_SGB17168,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-13.444728081117221,0,0.011148783535257088,Actinomyces_SGB17168,geng2024_PRJNA230363,10,18,28
STR_Gemella_sanguinis,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-10.43430298277379,0,0.0013826880226651334,Gemella_sanguinis,geng2024_PRJNA230363,10,18,28
STR_GGB4733_SGB6555,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-11.2367410372494,0,0.0024122154978254073,GGB4733_SGB6555,geng2024_PRJNA230363,10,18,28
STR_Oribacterium_sinus,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-8.693281329261628,0,4.129409965228555e-4,Oribacterium_sinus,geng2024_PRJNA230363,10,18,28
STR_GGB3394_SGB4498,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-8.920278831697972,0,4.8347514126697124e-4,GGB3394_SGB4498,geng2024_PRJNA230363,10,18,28
STR_Oribacterium_parvum,0.048801846293016433,60,-0.33333333333333337,0.029263831732967534,-9.391969420137917,0,6.70837921691663e-4,Oribacterium_parvum,geng2024_PRJNA230363,10,18,28
STR_Prevotella_melaninogenica,0.6231762238821174,43,-0.14,0.050588640000000004,0.12432478001387344,0.05846671281565533,0.05363922824084453,Prevotella_melaninogenica,geng2024_PRJNA396840,10,10,20
STR_Haemophilus_parainfluenzae,0.4273553138978077,39,-0.21999999999999997,0.04766013473684211,-0.5028516322526426,0.03700907006334573,0.05244270091205456,Haemophilus_parainfluenzae,geng2024_PRJNA396840,10,10,20
STR_Veillonella_dispar,0.8501067391385257,53,0.06000000000000005,0.05225331368421052,-0.1649824586695197,0.06063901450989829,0.06798570060311675,Veillonella_dispar,geng2024_PRJNA396840,10,10,20
STR_Neisseria_subflava,0.5707503880581739,58,0.15999999999999992,0.04997133473684211,-0.006553427897637423,0.030756043797853877,0.03089607516866522,Neisseria_subflava,geng2024_PRJNA396840,10,10,20
STR_Prevotella_pallens,0.9095864090443472,48,-0.040000000000000036,0.052463292631578944,-0.05230153482857306,0.02002782068828885,0.020767240734880992,Prevotella_pallens,geng2024_PRJNA396840,10,10,20
STR_Fusobacterium_pseudoperiodonticum,0.9698499769931556,51,0.020000000000000018,0.052589482105263166,0.399574946127754,0.025690842693153308,0.01947551321748617,Fusobacterium_pseudoperiodonticum,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_parasanguinis,0.9097218891455553,48,-0.040000000000000036,0.052463292631578944,-0.06264396284720544,0.06075627839659524,0.0634525644741601,Streptococcus_parasanguinis,geng2024_PRJNA396840,10,10,20
STR_Gemella_sanguinis,0.5707503880581739,58,0.15999999999999992,0.04997133473684211,0.5356243022114919,0.03788371803063,0.026134154863472325,Gemella_sanguinis,geng2024_PRJNA396840,10,10,20
STR_Bacteroidaceae_unclassified_SGB1468,0.08849257073223181,27,-0.45999999999999996,0.03271445052631579,-0.7959219622631767,0.004112699204825783,0.007141149186927504,Bacteroidaceae_unclassified_SGB1468,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_salivarius,0.24132159301718017,66,0.32000000000000006,0.04240451368421052,0.13147648278420981,0.07130258227457911,0.06509180462594331,Streptococcus_salivarius,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_sp_ICM47,0.8501067391385257,47,-0.06000000000000005,0.05225331368421052,-0.1988034660951355,0.02276116832436503,0.026124188767635233,Actinomyces_sp_ICM47,geng2024_PRJNA396840,10,10,20
STR_Rothia_mucilaginosa,1,50,0,0.05263157894736842,-0.29745444726845727,0.0446920575882878,0.054925607762424375,Rothia_mucilaginosa,geng2024_PRJNA396840,10,10,20
STR_Peptostreptococcus_SGB749,0.6771264456476052,44,-0.12,0.05112670315789474,0.01868667340969251,0.0065057405238693805,0.006422004688748688,Peptostreptococcus_SGB749,geng2024_PRJNA396840,10,10,20
STR_Eubacterium_sulci,0.4726755935115872,40,-0.19999999999999996,0.04850526315789474,-0.5193035881527006,0.007332917017387489,0.010510433534551411,Eubacterium_sulci,geng2024_PRJNA396840,10,10,20
STR_Veillonella_atypica,0.9097218891455553,52,0.040000000000000036,0.052463292631578944,0.05981753620808383,0.033163690758872995,0.03181672174194691,Veillonella_atypica,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_oralis,0.014019277113959958,17,-0.6599999999999999,0.016765650526315796,-0.5024000061235044,0.003890000354731295,0.005510867158079336,Streptococcus_oralis,geng2024_PRJNA396840,10,10,20
STR_Mogibacterium_diversum,0.9698499769931556,49,-0.020000000000000018,0.052589482105263166,0.006799828158701635,0.009089163491798329,0.009046419801069794,Mogibacterium_diversum,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_sp_263_SSPC,0.24132159301718017,34,-0.31999999999999995,0.04240451368421053,-0.3333686194967241,0.015184397502016275,0.019131869919476775,Streptococcus_sp_263_SSPC,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_infantis,0.38467306273550866,38,-0.24,0.04674304,-0.45728251429573613,0.021363103426338535,0.02933091549134954,Streptococcus_infantis,geng2024_PRJNA396840,10,10,20
STR_Parvimonas_SGB6649,0.44290081539771903,60,0.19999999999999996,0.04850526315789474,1.4476409931230114,0.008397412047368708,0.003078029263601921,Parvimonas_SGB6649,geng2024_PRJNA396840,10,10,20
STR_Isoptericola_variabilis,0.7337299956962473,45,-0.09999999999999998,0.05158421052631579,-0.7887945275052024,0.007502917087627502,0.012962994555831242,Isoptericola_variabilis,geng2024_PRJNA396840,10,10,20
STR_Prevotella_histicola,0.6230455308379079,43,-0.14,0.050588640000000004,0.1243393117163936,0.026383560961254618,0.02420483170459168,Prevotella_histicola,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_mitis,0.14046504815835498,30,-0.4,0.037136842105263156,-1.4160305507667372,0.00970706792554559,0.025905006902537536,Streptococcus_mitis,geng2024_PRJNA396840,10,10,20
STR_Leptotrichia_sp_oral_taxon_215,0.7910295772981757,54,0.08000000000000007,0.05196005052631579,0.3970577989243251,0.0050812901361990855,0.003858518676031015,Leptotrichia_sp_oral_taxon_215,geng2024_PRJNA396840,10,10,20
STR_Prevotella_intermedia,0.036584805812263727,75,0.5,0.029605263157894735,4.441547122380847,0.006471916780909582,2.9689355863780665e-4,Prevotella_intermedia,geng2024_PRJNA396840,10,10,20
STR_Candidatus_Saccharibacteria_unclassified_SGB19850,0.04117376752710337,22.5,-0.55,0.02560559210526316,-1.6910270673963022,0.009346269956622494,0.030180071653268366,Candidatus_Saccharibacteria_unclassified_SGB19850,geng2024_PRJNA396840,10,10,20
STR_Prevotella_jejuni,0.5692949401876588,42,-0.16000000000000003,0.0499713347368421,-0.6987455751043902,0.009755043920579017,0.01583396559960279,Prevotella_jejuni,geng2024_PRJNA396840,10,10,20
STR_Megasphaera_micronuciformis,0.6774705127728922,56,0.1200000000000001,0.05112670315789473,0.27096794714253586,0.008105524280660708,0.006717389953853752,Megasphaera_micronuciformis,geng2024_PRJNA396840,10,10,20
STR_Lancefieldella_parvula,0.5205228832757727,41,-0.18000000000000005,0.04927630315789474,-0.31796559147497033,0.010489076578958628,0.01307563010776912,Lancefieldella_parvula,geng2024_PRJNA396840,10,10,20
STR_Porphyromonas_pasteri,0.8797843010569927,47.5,-0.050000000000000044,0.05236874999999999,-0.35996677209674494,0.012150693777903064,0.015594439298211313,Porphyromonas_pasteri,geng2024_PRJNA396840,10,10,20
STR_Solobacterium_SGB6833,0.6775849579524755,44,-0.12,0.05112670315789474,0.10992653012950028,0.005980945433890538,0.005542081502563956,Solobacterium_SGB6833,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_graevenitzii,0.3447042220069577,63,0.26,0.04575630315789474,0.6845548855684366,0.013239063212792158,0.008236937720900636,Actinomyces_graevenitzii,geng2024_PRJNA396840,10,10,20
STR_Fusobacterium_nucleatum,0.0010079762403767461,94,0.8799999999999999,0.00267870315789474,2.906791139464419,0.017774218674825322,0.0023691925467428944,Fusobacterium_nucleatum,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_sanguinis,0.7913367801006606,46,-0.07999999999999996,0.05196005052631579,0.11232227108636664,0.0043013445885196795,0.003979089321886409,Streptococcus_sanguinis,geng2024_PRJNA396840,10,10,20
STR_Veillonella_parvula,0.9097218891455553,52,0.040000000000000036,0.052463292631578944,0.5583639192988537,0.008692151645708336,0.005902274353464737,Veillonella_parvula,geng2024_PRJNA396840,10,10,20
STR_Neisseria_elongata,0.14332190601165704,67,0.3400000000000001,0.04116649263157895,3.358124693954543,0.0015422756666043022,1.4950372415211498e-4,Neisseria_elongata,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_gordonii,0.5953142578673059,42.5,-0.15000000000000002,0.05028980263157895,-0.34971511238489195,0.0016157840340688574,0.0020592823905299772,Streptococcus_gordonii,geng2024_PRJNA396840,10,10,20
STR_Peptostreptococcus_stomatis,0.014931389578798814,75,0.5,0.029605263157894735,11.082617836089504,0.0021677045925186733,0,Peptostreptococcus_stomatis,geng2024_PRJNA396840,10,10,20
STR_Prevotella_salivae,0.5707503880581739,58,0.15999999999999992,0.04997133473684211,0.06853476364100264,0.006629478142572101,0.006321863819018233,Prevotella_salivae,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_bouchesdurhonensis,0.4053223438221913,61,0.21999999999999997,0.04766013473684211,2.299701692789089,0.0040163618163466235,8.149466370887296e-4,Actinomyces_bouchesdurhonensis,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_sp_A12,0.6775849579524755,44,-0.12,0.05112670315789474,-0.8304762505563877,0.010789122100109691,0.01918677517945242,Streptococcus_sp_A12,geng2024_PRJNA396840,10,10,20
STR_Gemella_morbillorum,0.288098754299245,64.5,0.29000000000000004,0.044151200526315784,0.4725642357797794,0.0016291414352303936,0.0011738144420553249,Gemella_morbillorum,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_SGB17168,0.8468876804079128,53,0.06000000000000005,0.05225331368421052,0.06092474020509072,0.0060614365535082435,0.005810751444676851,Actinomyces_SGB17168,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_oris,0.24132159301718017,66,0.32000000000000006,0.04240451368421052,1.5395350776940115,0.005157180069502724,0.0017733948213871239,Actinomyces_oris,geng2024_PRJNA396840,10,10,20
STR_Campylobacter_concisus,0.4726755935115872,40,-0.19999999999999996,0.04850526315789474,-0.20385934016855578,0.005861486672402388,0.006751267586931241,Campylobacter_concisus,geng2024_PRJNA396840,10,10,20
STR_Parvimonas_micra,0.0019182341555326976,91,0.8200000000000001,0.005648513684210522,3.0937978386534217,0.0047115502644271105,5.509885199151907e-4,Parvimonas_micra,geng2024_PRJNA396840,10,10,20
STR_Haemophilus_parahaemolyticus,0.3759553785047234,40,-0.19999999999999996,0.04850526315789474,1.1854334708988836,2.798539545418489e-4,1.2248935171299327e-4,Haemophilus_parahaemolyticus,geng2024_PRJNA396840,10,10,20
STR_Trueperella_pyogenes,0.2728559684871285,35,-0.30000000000000004,0.04358421052631578,-0.7727327495631038,0.00283966274595783,0.004852280717597822,Trueperella_pyogenes,geng2024_PRJNA396840,10,10,20
STR_Streptococcus_anginosus,0.0357115359505797,77,0.54,0.0264121347368421,3.883212748544429,0.0016248929090099018,1.0918650809605649e-4,Streptococcus_anginosus,geng2024_PRJNA396840,10,10,20
STR_Lachnoanaerobaculum_sp_ICM7,0.8498835087000992,53,0.06000000000000005,0.05225331368421052,0.22289707133242123,0.0025034934706349736,0.002144957908771318,Lachnoanaerobaculum_sp_ICM7,geng2024_PRJNA396840,10,10,20
STR_Stomatobaculum_SGB5266,0.21057044604932715,67,0.3400000000000001,0.04116649263157895,0.7302207740029775,0.002977661627713353,0.0017945719579825848,Stomatobaculum_SGB5266,geng2024_PRJNA396840,10,10,20
STR_GGB12441_SGB19290,0.7252527552939811,55,0.10000000000000009,0.05158421052631579,1.4218056104779309,4.989524226992678e-4,1.8560468384434822e-4,GGB12441_SGB19290,geng2024_PRJNA396840,10,10,20
STR_Oribacterium_sinus,0.5707503880581739,42,-0.16000000000000003,0.0499713347368421,-0.18932177275755885,0.004946435335800375,0.005640202101364394,Oribacterium_sinus,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_sp_S6_Spd3,0.762282125586337,45.5,-0.08999999999999997,0.051782400526315796,-0.26553637965430404,0.0015155635773236972,0.001822035126241855,Actinomyces_sp_S6_Spd3,geng2024_PRJNA396840,10,10,20
STR_Aggregatibacter_sp_oral_taxon_458,0.7869083593356584,46,-0.07999999999999996,0.05196005052631579,-0.10568080440505112,8.318696680313462e-4,8.95169456446655e-4,Aggregatibacter_sp_oral_taxon_458,geng2024_PRJNA396840,10,10,20
STR_Lachnoanaerobaculum_orale,0.38395703557388916,38,-0.24,0.04674304,-0.44863652884639466,0.0029132525471614852,0.0039762256999398005,Lachnoanaerobaculum_orale,geng2024_PRJNA396840,10,10,20
STR_Oribacterium_parvum,0.16791418666273225,31.5,-0.37,0.039207453157894735,-0.7536131495055881,0.0011641834190044983,0.0019635109729948816,Oribacterium_parvum,geng2024_PRJNA396840,10,10,20
STR_Neisseria_sicca,0.7886018451717189,54,0.08000000000000007,0.05196005052631579,0.3115702484270652,9.030907820289283e-4,7.274840555457614e-4,Neisseria_sicca,geng2024_PRJNA396840,10,10,20
STR_Actinomyces_sp_ICM58,0.274221814370068,35.5,-0.29000000000000004,0.044151200526315784,-2.8253049825996785,8.098569193169258e-4,0.005746060561882837,Actinomyces_sp_ICM58,geng2024_PRJNA396840,10,10,20
STR_Haemophilus_influenzae,0.9646258551077255,51,0.020000000000000018,0.052589482105263166,3.008200101847989,7.699152685735848e-4,9.48182387319322e-5,Haemophilus_influenzae,geng2024_PRJNA396840,10,10,20
STR_GGB1843_SGB2524,0.3810685413202518,38,-0.24,0.04674304,-0.7393791414781451,7.878794661679846e-4,0.0013160005358411535,GGB1843_SGB2524,geng2024_PRJNA396840,10,10,20
STR_Gemella_haemolysans,0.08657015565562574,27,-0.45999999999999996,0.03271445052631579,-1.16900729938628,9.329476254497679e-4,0.0020990458876707536,Gemella_haemolysans,geng2024_PRJNA396840,10,10,20
STR_Oribacterium_asaccharolyticum,0.3067609561706547,64,0.28,0.04470245052631579,1.2461329617520436,0.001737961316478293,7.321055731520327e-4,Oribacterium_asaccharolyticum,geng2024_PRJNA396840,10,10,20
STR_Alloprevotella_SGB1466,0.9568829891119314,49,-0.020000000000000018,0.052589482105263166,-0.6580237413471607,2.6540696616597696e-4,4.1936878631148965e-4,Alloprevotella_SGB1466,geng2024_PRJNA396840,10,10,20
STR_Veillonella_rogosae,0.38467306273550866,38,-0.24,0.04674304,-0.21753818861198881,0.02215498228669918,0.025760819275468055,Veillonella_rogosae,geng2024_PRJNA396840,10,10,20
STR_Capnocytophaga_gingivalis,0.26396584066782264,64,0.28,0.04470245052631579,1.0543762912932158,6.450427462739452e-4,3.10073033413484e-4,Capnocytophaga_gingivalis,geng2024_PRJNA396840,10,10,20
STR_Prevotella_sp_A2879,0.2694055995352046,35,-0.30000000000000004,0.04358421052631578,-1.1382445006600495,0.0041667710409589095,0.009172806803063661,Prevotella_sp_A2879,geng2024_PRJNA396840,10,10,20
STR_Rothia_aeria,0.42384904258967293,61,0.21999999999999997,0.04766013473684211,1.2508190669454595,8.75929283970397e-4,3.6749407966560793e-4,Rothia_aeria,geng2024_PRJNA396840,10,10,20
STR_GGB12785_SGB19825,0.21428947867143558,37,-0.26,0.04575630315789474,-0.32394001545393786,1.4685838611124623e-4,1.8408090864033196e-4,GGB12785_SGB19825,geng2024_PRJNA396840,10,10,20
STR_GGB3394_SGB4498,0.49612971494281705,40.5,-0.18999999999999995,0.04890016894736842,-0.42424563925418335,0.0017650080558302265,0.002368754427075131,GGB3394_SGB4498,geng2024_PRJNA396840,10,10,20
STR_GGB4538_SGB6256,0.21144913020471326,33.5,-0.32999999999999996,0.04179259,-2.441681167450847,7.4015870710865e-4,0.004025525801113443,GGB4538_SGB6256,geng2024_PRJNA396840,10,10,20
STR_Campylobacter_showae,0.6548256938652379,55,0.10000000000000009,0.05158421052631579,0.7449809299053438,3.719264938699985e-4,2.2151619861403624e-4,Campylobacter_showae,geng2024_PRJNA396840,10,10,20
STR_Candidatus_Saccharibacteria_unclassified_SGB19782,0.15880458231023745,69,0.3799999999999999,0.03852901894736843,1.1215002510174665,0.0013194462945617577,6.058977487363751e-4,Candidatus_Saccharibacteria_unclassified_SGB19782,geng2024_PRJNA396840,10,10,20
STR_Capnocytophaga_leadbetteri,0.06645588639237218,74,0.48,0.03117285052631579,1.891098592738626,0.0015031844211279607,4.045306513423053e-4,Capnocytophaga_leadbetteri,geng2024_PRJNA396840,10,10,20
STR_candidate_division_SR1_bacterium_MGEHA,0.8711511457711205,52,0.040000000000000036,0.052463292631578944,2.0700427062307454,1.6923624329739896e-4,3.95421783670352e-5,candidate_division_SR1_bacterium_MGEHA,geng2024_PRJNA396840,10,10,20
STR_Alloprevotella_rava,0.96839101645673,51,0.020000000000000018,0.052589482105263166,-0.4959284250771659,4.813259019375132e-4,6.791894894231692e-4,Alloprevotella_rava,geng2024_PRJNA396840,10,10,20
STR_Veillonella_sp_3627,0.2838244447061169,62,0.24,0.04674304,1.58572203444049,4.2805175073660844e-4,1.4194197596251472e-4,Veillonella_sp_3627,geng2024_PRJNA396840,10,10,20
STR_Granulicatella_adiacens,0.7913367801006606,46,-0.07999999999999996,0.05196005052631579,0.1828538087675449,0.0011113659297656878,9.789483754904724e-4,Granulicatella_adiacens,geng2024_PRJNA396840,10,10,20
STR_Leptotrichia_wadei,0.7327617462197671,45,-0.09999999999999998,0.05158421052631579,0.6367279761828832,0.010656482230207185,0.006853572863285351,Leptotrichia_wadei,geng2024_PRJNA396840,10,10,20
STR_Prevotella_sp_HJM029,0.44290081539771903,40,-0.19999999999999996,0.04850526315789474,-1.1411808388605407,4.060308068857935e-4,8.967531628068018e-4,Prevotella_sp_HJM029,geng2024_PRJNA396840,10,10,20
STR_Alloprevotella_tannerae,0.37442311052425203,62,0.24,0.04674304,1.4101524758333033,0.0037059823546594984,0.0013938333578064842,Alloprevotella_tannerae,geng2024_PRJNA396840,10,10,20
