taxon_id,effect_size,p_value,q_value,direction,taxon_name
STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488,-0.6346938936990624,0.29398352357020757,0.571167988650689,health_enriched,Candidatus_Saccharibacteria_bacterium_oral_taxon_488
STR_Campylobacter_gracilis,-1.0261529278135018,0.30837008592554516,0.5898890509098946,health_enriched,Campylobacter_gracilis
STR_Prevotella_oulorum,-0.7301922030957544,0.3122942034228854,0.5898890509098946,health_enriched,Prevotella_oulorum
STR_GGB12790_SGB19845,-0.42704073288473754,0.3337757390793471,0.621828774175222,health_enriched,GGB12790_SGB19845
STR_Selenomonas_artemidis,-0.8324407239039847,0.3767775253410369,0.6490704963427049,health_enriched,Selenomonas_artemidis
STR_Neisseria_sp_oral_taxon_014,0.6901084803024663,0.37233274578082953,0.6490704963427049,disease_enriched,Neisseria_sp_oral_taxon_014
STR_Prevotella_oralis,0.3534937739053466,0.3590621968437694,0.6490704963427049,disease_enriched,Prevotella_oralis
STR_Cardiobacterium_valvarum,-0.42334738014130424,0.3568693444725902,0.6490704963427049,health_enriched,Cardiobacterium_valvarum
STR_Streptococcus_gordonii,-0.8570656832865944,0.3726320835256597,0.6490704963427049,health_enriched,Streptococcus_gordonii
STR_Olsenella_sp_oral_taxon_807,0.8266659276595238,0.37703359714024764,0.6490704963427049,disease_enriched,Olsenella_sp_oral_taxon_807
STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,0.8035450300854787,0.3923608287214315,0.6507447890989596,disease_enriched,Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1
STR_Neisseria_sicca,-0.7159204946549744,0.3882115810149124,0.6507447890989596,health_enriched,Neisseria_sicca
STR_Campylobacter_rectus,0.5806904116433294,0.38303725268796085,0.6507447890989596,disease_enriched,Campylobacter_rectus
STR_TM7_phylum_sp_oral_taxon_348,-0.7732508009938105,0.398096030245193,0.6523019290764608,health_enriched,TM7_phylum_sp_oral_taxon_348
STR_Prevotella_saccharolytica,-0.9687084042004943,0.4095146812170427,0.6552234899472684,health_enriched,Prevotella_saccharolytica
STR_Actinomyces_sp_oral_taxon_897,0.5638834720959713,0.40732669563015245,0.6552234899472684,disease_enriched,Actinomyces_sp_oral_taxon_897
STR_Actinomyces_dentalis,0.5742124969387735,0.44272553585604535,0.6786711002376044,disease_enriched,Actinomyces_dentalis
