taxon_id,effect_size,p_value,q_value,direction,taxon_name
STR_Leptotrichia_buccalis,0.9328125065156067,0.7476042849597491,0.9162043031764252,disease_enriched,Leptotrichia_buccalis
STR_Selenomonas_SGB5891,1.6135218628043126,0.5778109701644689,0.8359818291741253,disease_enriched,Selenomonas_SGB5891
STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488,-0.7411527868659828,0.7922465484687774,0.9427525188495073,health_enriched,Candidatus_Saccharibacteria_bacterium_oral_taxon_488
STR_Rothia_aeria,-2.1334876325760312,0.21355221745158548,0.5878088020927098,health_enriched,Rothia_aeria
STR_Prevotella_maculosa,-1.169956731011487,0.6200627759450126,0.8618346378521449,health_enriched,Prevotella_maculosa
STR_Veillonella_parvula,-2.2002697656917913,0.20978071575041823,0.5878088020927098,health_enriched,Veillonella_parvula
STR_Prevotella_nigrescens,-1.2965623470741146,0.5158576720420356,0.7981464263862785,health_enriched,Prevotella_nigrescens
STR_Treponema_maltophilum,2.8237925925647893,0.146577312905158,0.49836286387753714,disease_enriched,Treponema_maltophilum
STR_Prevotella_saccharolytica,-0.5640702971553528,0.8457044654385286,0.9427525188495073,health_enriched,Prevotella_saccharolytica
STR_GGB4400_SGB6074,-25.729209364434013,1.6114707720560474e-18,1.8263335416635205e-17,health_enriched,GGB4400_SGB6074
STR_Actinomyces_israelii,-0.1039062748655276,0.9633400353702817,0.985069509852318,health_enriched,Actinomyces_israelii
STR_Prevotella_oralis,1.8303698998237068,0.5277921869085093,0.7981464263862785,disease_enriched,Prevotella_oralis
STR_Cardiobacterium_valvarum,-0.3288274630795937,0.8980085231845396,0.9616469224653338,health_enriched,Cardiobacterium_valvarum
STR_Lachnospiraceae_bacterium_oral_taxon_500,3.137737752235422,0.26004407257539996,0.6549258124121184,disease_enriched,Lachnospiraceae_bacterium_oral_taxon_500
STR_Leptotrichia_sp_oral_taxon_212,0.9062823859065742,0.7010040481722277,0.8994014202964431,disease_enriched,Leptotrichia_sp_oral_taxon_212
